t;beat
0.460;1
0.755;2
1.050;3
1.345;4
1.640;1
1.935;2
2.230;3
2.530;4
2.830;1
3.120;2
3.410;3
3.700;4
3.990;1
4.280;2
4.570;3
4.865;4
5.160;1
5.445;2
5.730;3
6.020;4
6.310;1
6.595;2
6.880;3
7.170;4
7.460;1
7.745;2
8.030;3
8.320;4
8.610;1
8.900;2
9.190;3
9.480;4
9.770;1
10.050;2
10.330;3
10.615;4
10.900;1
11.180;2
11.460;3
11.745;4
12.030;1
12.320;2
12.610;3
12.905;4
13.200;1
13.490;2
13.780;3
14.075;4
14.370;1
14.660;2
14.950;3
15.245;4
15.540;1
15.830;2
16.120;3
16.400;4
16.680;1
16.960;2
17.240;3
17.510;4
17.780;1
18.060;2
18.340;3
18.630;4
18.920;1
19.215;2
19.510;3
19.810;4
20.110;1
20.395;2
20.680;3
20.970;4
21.260;1
21.550;2
21.840;3
22.130;4
22.420;1
22.695;2
22.970;3
23.250;4
23.530;1
23.810;2
24.090;3
24.370;4
24.650;1
24.935;2
25.220;3
25.505;4
25.790;1
26.075;2
26.360;3
26.645;4
26.930;1
27.210;2
27.490;3
27.775;4
28.060;1
28.340;2
28.620;3
28.905;4
29.190;1
29.470;2
29.750;3
30.035;4
30.320;1
30.610;2
30.900;3
31.170;4
31.440;1
31.735;2
32.030;3
32.320;4
32.610;1
32.895;2
33.180;3
33.465;4
33.750;1
34.035;2
34.320;3
34.610;4
34.900;1
35.185;2
35.470;3
35.755;4
36.040;1
36.325;2
36.610;3
36.900;4
37.190;1
37.460;2
37.730;3
38.005;4
38.280;1
38.555;2
38.830;3
39.105;4
39.380;1
39.655;2
39.930;3
40.205;4
40.480;1
40.755;2
41.030;3
41.305;4
41.580;1
41.855;2
42.130;3
42.405;4
42.680;1
42.955;2
43.230;3
43.505;4
43.780;1
44.055;2
44.330;3
44.605;4
44.880;1
45.155;2
45.430;3
45.710;4
45.990;1
46.260;2
46.530;3
46.805;4
47.080;1
47.365;2
47.650;3
47.940;4
48.230;1
48.495;2
48.760;3
49.030;4
49.300;1
49.570;2
49.840;3
50.110;4
50.380;1
50.660;2
50.940;3
51.220;4
51.500;1
51.770;2
52.040;3
52.315;4
52.590;1
52.865;2
53.140;3
53.415;4
53.690;1
53.965;2
54.240;3
54.520;4
54.800;1
55.075;2
55.350;3
55.625;4
55.900;1
56.175;2
56.450;3
56.730;4
57.010;1
57.280;2
57.550;3
57.825;4
58.100;1
58.365;2
58.630;3
58.895;4
59.160;1
59.445;2
59.730;3
60.015;4
60.300;1
60.585;2
60.870;3
61.155;4
61.440;1
61.725;2
62.010;3
62.295;4
62.580;1
62.865;2
63.150;3
63.440;4
63.730;1
64.015;2
64.300;3
64.590;4
64.880;1
65.165;2
65.450;3
65.725;4
66.000;1
66.270;2
66.540;3
66.825;4
67.110;1
67.375;2
67.640;3
67.910;4
