t;beat
0.040;1
0.330;2
0.620;3
0.915;4
1.210;1
1.525;2
1.840;3
2.140;4
2.440;1
2.730;2
3.020;3
3.310;4
3.600;1
3.905;2
4.210;3
4.515;4
4.820;1
5.105;2
5.390;3
5.675;4
5.960;1
6.235;2
6.510;3
6.775;4
7.040;1
7.320;2
7.600;3
7.890;4
8.180;1
8.470;2
8.760;3
9.040;4
9.320;1
9.615;2
9.910;3
10.205;4
10.500;1
10.780;2
11.060;3
11.340;4
11.620;1
11.905;2
12.190;3
12.475;4
12.760;1
13.040;2
13.320;3
13.600;4
13.880;1
14.160;2
14.440;3
14.720;4
15.000;1
15.285;2
15.570;3
15.850;4
16.130;1
16.405;2
16.680;3
16.955;4
17.230;1
17.515;2
17.800;3
18.090;4
18.380;1
18.660;2
18.940;3
19.220;4
19.500;1
19.780;2
20.060;3
20.325;4
20.590;1
20.865;2
21.140;3
21.420;4
21.700;1
21.995;2
22.290;3
22.580;4
22.870;1
23.150;2
23.430;3
23.710;4
23.990;1
24.275;2
24.560;3
24.835;4
25.110;1
25.375;2
25.640;3
25.910;4
26.180;1
26.460;2
26.740;3
27.015;4
27.290;1
27.580;2
27.870;3
28.160;4
28.450;1
28.725;2
29.000;3
29.285;4
29.570;1
29.860;2
30.150;3
30.435;4
30.720;1
30.985;2
31.250;3
31.525;4
31.800;1
32.070;2
32.340;3
32.615;4
32.890;1
33.170;2
33.450;3
33.730;4
34.010;1
34.295;2
34.580;3
34.845;4
35.110;1
35.375;2
35.640;3
35.905;4
36.170;1
36.460;2
36.750;3
37.040;4
37.330;1
37.605;2
37.880;3
38.155;4
38.430;1
38.705;2
38.980;3
39.260;4
39.540;1
39.810;2
40.080;3
40.350;4
40.620;1
40.890;2
41.160;3
41.430;4
41.700;1
41.975;2
42.250;3
42.530;4
42.810;1
43.080;2
43.350;3
43.620;4
43.890;1
44.165;2
44.440;3
44.715;4
44.990;1
45.260;2
45.530;3
45.805;4
46.080;1
46.355;2
46.630;3
46.905;4
47.180;1
47.460;2
47.740;3
48.025;4
48.310;1
48.570;2
48.830;3
49.095;4
49.360;1
49.645;2
49.930;3
50.205;4
50.480;1
50.755;2
51.030;3
51.300;4
51.570;1
51.825;2
52.080;3
52.350;4
52.620;1
52.885;2
53.150;3
53.415;4
53.680;1
53.960;2
54.240;3
54.525;4
54.810;1
55.085;2
55.360;3
55.630;4
55.900;1
56.165;2
56.430;3
56.695;4
56.960;1
57.240;2
57.520;3
57.790;4
58.060;1
58.325;2
58.590;3
58.860;4
59.130;1
59.405;2
59.680;3
59.960;4
60.240;1
60.495;2
60.750;3
61.005;4
61.260;1
61.520;2
61.780;3
62.040;4
62.300;1
62.570;2
62.840;3
63.110;4
63.380;1
63.650;2
63.920;3
64.195;4
64.470;1
64.740;2
65.010;3
65.285;4
65.560;1
65.825;2
66.090;3
66.360;4
66.630;1
66.900;2
67.170;3
67.440;4
67.710;1
67.970;2
68.230;3
68.490;4
68.750;1
69.010;2
69.270;3
69.535;4
69.800;1
70.075;2
70.350;3
70.625;4
70.900;1
71.165;2
71.430;3
71.695;4
71.960;1
72.225;2
72.490;3
72.755;4
73.020;1
73.280;2
73.540;3
73.805;4
74.070;1
74.345;2
74.620;3
74.895;4
75.170;1
75.425;2
75.680;3
75.940;4
76.200;1
76.460;2
76.720;3
76.980;4
77.240;1
77.515;2
77.790;3
78.070;4
78.350;1
78.600;2
78.850;3
79.105;4
79.360;1
79.645;2
79.930;3
80.220;4
80.510;1
80.785;2
81.060;3
81.335;4
81.610;1
81.880;2
82.150;3
82.420;4
82.690;1
82.965;2
83.240;3
83.520;4
83.800;1
84.060;2
84.320;3
84.585;4
84.850;1
85.115;2
85.380;3
85.650;4
85.920;1
86.180;2
86.440;3
86.700;4
86.960;1
87.225;2
87.490;3
87.760;4
88.030;1
88.285;2
88.540;3
88.800;4
89.060;1
89.325;2
89.590;3
89.860;4
90.130;1
90.395;2
90.660;3
90.930;4
91.200;1
91.470;2
91.740;3
92.015;4
92.290;1
92.560;2
92.830;3
93.105;4
93.380;1
93.650;2
93.920;3
94.190;4
94.460;1
94.730;2
95.000;3
95.270;4
95.540;1
95.800;2
96.060;3
96.320;4
96.580;1
96.850;2
97.120;3
97.390;4
97.660;1
97.930;2
98.200;3
98.470;4
98.740;1
99.010;2
99.280;3
99.555;4
99.830;1
100.100;2
100.370;3
100.640;4
100.910;1
101.175;2
101.440;3
101.710;4
101.980;1
102.265;2
102.550;3
102.840;4
103.130;1
103.390;2
103.650;3
103.915;4
104.180;1
104.455;2
104.730;3
105.010;4
105.290;1
105.555;2
105.820;3
106.080;4
106.340;1
106.615;2
106.890;3
107.165;4
107.440;1
107.715;2
107.990;3
108.265;4
108.540;1
108.830;2
109.120;3
109.410;4
109.700;1
109.955;2
110.210;3
110.465;4
110.720;1
110.990;2
111.260;3
111.535;4
111.810;1
112.080;2
112.350;3
112.620;4
112.890;1
113.160;2
113.430;3
113.700;4
113.970;1
114.240;2
114.510;3
114.775;4
115.040;1
115.310;2
115.580;3
115.850;4
116.120;1
116.395;2
116.670;3
116.945;4
117.220;1
117.510;2
117.800;3
118.110;4
118.420;1
119.010;2
119.600;3
120.195;4
120.790;1
121.425;2
122.060;3
122.855;4
123.650;1
124.210;2
124.770;3
125.345;4
125.920;1
126.465;2
127.010;3
129.300;4
131.590;1
