t;beat
0.210;3
0.560;4
0.910;1
1.275;2
1.640;3
1.980;4
2.320;1
2.730;2
3.140;3
3.525;4
3.910;1
4.305;2
4.700;3
5.095;4
5.490;1
5.885;2
6.280;3
6.655;4
7.030;1
7.405;2
7.780;3
8.180;4
8.580;1
8.980;2
9.380;3
9.740;4
10.100;1
10.465;2
10.830;3
11.195;4
11.560;1
11.925;2
12.290;3
12.630;4
12.970;1
13.310;2
13.650;3
14.010;4
14.370;1
14.735;2
15.100;3
15.460;4
15.820;1
16.180;2
16.540;3
16.900;4
17.260;1
17.625;2
17.990;3
18.365;4
18.740;1
19.115;2
19.490;3
19.865;4
20.240;1
20.620;2
21.000;3
21.365;4
21.730;1
22.100;2
22.470;3
22.840;4
23.210;1
23.580;2
23.950;3
24.315;4
24.680;1
25.045;2
25.410;3
25.775;4
26.140;1
26.505;2
26.870;3
27.220;4
27.570;1
27.920;2
28.270;3
28.620;4
28.970;1
29.325;2
29.680;3
30.035;4
30.390;1
30.745;2
31.100;3
31.440;4
31.780;1
32.140;2
32.500;3
32.865;4
33.230;1
33.575;2
33.920;3
34.265;4
34.610;1
34.985;2
35.360;3
35.740;4
36.120;1
36.480;2
36.840;3
37.220;4
37.600;1
37.950;2
38.300;3
38.655;4
39.010;1
39.375;2
39.740;3
40.115;4
40.490;1
40.855;2
41.220;3
41.575;4
41.930;1
42.295;2
42.660;3
43.030;4
43.400;1
43.745;2
44.090;3
44.435;4
44.780;1
45.125;2
45.470;3
45.815;4
46.160;1
46.525;2
46.890;3
47.260;4
47.630;1
47.970;2
48.310;3
48.650;4
48.990;1
49.335;2
49.680;3
50.025;4
50.370;1
50.745;2
51.120;3
51.495;4
51.870;1
52.235;2
52.600;3
52.965;4
53.330;1
53.680;2
54.030;3
54.385;4
54.740;1
55.090;2
55.440;3
55.795;4
56.150;1
56.500;2
56.850;3
57.205;4
57.560;1
57.910;2
58.260;3
58.610;4
58.960;1
59.320;2
59.680;3
60.015;4
60.350;1
60.700;2
61.050;3
61.390;4
61.730;1
62.080;2
62.430;3
62.785;4
63.140;1
63.490;2
63.840;3
64.195;4
64.550;1
64.885;2
65.220;3
65.575;4
65.930;1
66.255;2
66.580;3
66.925;4
67.270;1
67.630;2
67.990;3
68.340;4
68.690;1
69.035;2
69.380;3
69.730;4
70.080;1
70.425;2
70.770;3
71.115;4
71.460;1
71.825;2
72.190;3
72.535;4
72.880;1
73.225;2
73.570;3
73.905;4
74.240;1
74.590;2
74.940;3
75.285;4
75.630;1
75.970;2
76.310;3
76.655;4
77.000;1
77.345;2
77.690;3
78.040;4
78.390;1
78.735;2
79.080;3
79.425;4
79.770;1
80.110;2
80.450;3
80.780;4
81.110;1
81.460;2
81.810;3
82.165;4
82.520;1
82.855;2
83.190;3
83.530;4
83.870;1
84.220;2
84.570;3
84.910;4
85.250;1
85.600;2
85.950;3
86.300;4
86.650;1
87.000;2
87.350;3
87.700;4
88.050;1
88.395;2
88.740;3
89.075;4
89.410;1
89.755;2
90.100;3
90.445;4
90.790;1
91.125;2
91.460;3
91.775;4
92.090;1
92.435;2
92.780;3
93.150;4
93.520;1
93.870;2
94.220;3
94.570;4
94.920;1
95.260;2
95.600;3
95.940;4
96.280;1
96.620;2
96.960;3
97.305;4
97.650;1
97.990;2
98.330;3
98.670;4
99.010;1
99.360;2
99.710;3
100.040;4
100.370;1
100.720;2
101.070;3
101.415;4
101.760;1
102.105;2
102.450;3
102.795;4
103.140;1
103.480;2
103.820;3
104.160;4
104.500;1
104.840;2
105.180;3
105.520;4
105.860;1
106.180;2
106.500;3
106.865;4
107.230;1
107.570;2
107.910;3
108.245;4
108.580;1
108.920;2
109.260;3
109.600;4
109.940;1
110.275;2
110.610;3
110.965;4
111.320;1
111.660;2
112.000;3
112.335;4
112.670;1
113.005;2
113.340;3
113.670;4
114.000;1
114.345;2
114.690;3
115.040;4
115.390;1
115.720;2
116.050;3
116.385;4
116.720;1
117.035;2
117.350;3
117.670;4
117.990;1
118.330;2
118.670;3
119.010;4
119.350;1
119.695;2
120.040;3
120.390;4
120.740;1
121.090;2
121.440;3
121.790;4
122.140;1
122.485;2
122.830;3
123.175;4
123.520;1
123.865;2
124.210;3
124.560;4
124.910;1
125.245;2
125.580;3
125.920;4
126.260;1
126.595;2
126.930;3
127.270;4
127.610;1
127.945;2
128.280;3
128.615;4
128.950;1
129.285;2
129.620;3
129.955;4
130.290;1
130.620;2
130.950;3
131.285;4
131.620;1
131.945;2
132.270;3
132.600;4
132.930;1
133.275;2
133.620;3
133.970;4
134.320;1
134.665;2
135.010;3
135.360;4
135.710;1
136.040;2
136.370;3
136.700;4
137.030;1
137.380;2
137.730;3
138.085;4
138.440;1
138.775;2
139.110;3
139.445;4
139.780;1
140.115;2
140.450;3
140.785;4
141.120;1
141.470;2
141.820;3
142.170;4
142.520;1
142.855;2
143.190;3
143.525;4
143.860;1
144.205;2
144.550;3
144.890;4
145.230;1
145.550;2
145.870;3
146.190;4
146.510;1
146.845;2
147.180;3
147.520;4
147.860;1
148.190;2
148.520;3
148.850;4
149.180;1
149.520;2
149.860;3
150.200;4
150.540;1
150.875;2
151.210;3
151.545;4
151.880;1
152.215;2
152.550;3
152.890;4
153.230;1
153.570;2
153.910;3
154.255;4
154.600;1
154.940;2
155.280;3
155.625;4
155.970;1
156.300;2
156.630;3
156.965;4
157.300;1
157.625;2
157.950;3
158.275;4
158.600;1
158.935;2
159.270;3
159.610;4
159.950;1
160.285;2
160.620;3
160.960;4
161.300;1
161.635;2
161.970;3
162.310;4
162.650;1
162.980;2
163.310;3
163.645;4
163.980;1
164.305;2
164.630;3
164.945;4
165.260;1
165.580;2
165.900;3
166.225;4
166.550;1
166.880;2
167.210;3
167.530;4
167.850;1
168.190;2
168.530;3
168.875;4
169.220;1
169.575;2
169.930;3
170.265;4
170.600;1
170.920;2
171.240;3
171.570;4
171.900;1
172.235;2
172.570;3
172.905;4
173.240;1
173.575;2
173.910;3
174.255;4
174.600;1
174.920;2
175.240;3
175.565;4
175.890;1
176.215;2
176.540;3
176.865;4
177.190;1
177.515;2
177.840;3
178.165;4
178.490;1
178.820;2
179.150;3
179.485;4
179.820;1
180.115;2
180.410;3
180.765;4
181.120;1
181.435;2
181.750;3
182.070;4
182.390;1
182.715;2
183.040;3
183.350;4
183.660;1
183.980;2
184.300;3
184.620;4
184.940;1
185.270;2
185.600;3
185.905;4
186.210;1
186.560;2
186.910;3
187.245;4
187.580;1
187.925;2
188.270;3
188.600;4
188.930;1
189.270;2
189.610;3
189.930;4
190.250;1
190.585;2
190.920;3
191.240;4
191.560;1
191.880;2
192.200;3
192.525;4
192.850;1
193.170;2
193.490;3
193.810;4
194.130;1
194.455;2
194.780;3
195.105;4
195.430;1
195.770;2
196.110;3
196.435;4
196.760;1
197.100;2
197.440;3
197.770;4
198.100;1
198.435;2
198.770;3
199.110;4
199.450;1
199.815;2
200.180;3
200.530;4
200.880;1
201.210;2
201.540;3
201.880;4
202.220;1
202.545;2
202.870;3
203.210;4
203.550;1
203.890;2
204.230;3
204.560;4
204.890;1
205.225;2
205.560;3
205.900;4
206.240;1
206.585;2
206.930;3
207.260;4
207.590;1
207.920;2
208.250;3
208.590;4
208.930;1
209.265;2
209.600;3
209.925;4
210.250;1
210.585;2
210.920;3
211.235;4
211.550;1
211.885;2
212.220;3
212.560;4
212.900;1
213.225;2
213.550;3
213.890;4
214.230;1
214.545;2
214.860;3
215.205;4
215.550;1
215.900;2
216.250;3
216.600;4
216.950;1
217.275;2
217.600;3
217.935;4
218.270;1
218.605;2
218.940;3
219.255;4
219.570;1
219.915;2
220.260;3
220.585;4
220.910;1
221.270;2
221.630;3
221.970;4
222.310;1
222.655;2
223.000;3
223.315;4
223.630;1
223.955;2
224.280;3
224.620;4
224.960;1
225.310;2
225.660;3
225.980;4
226.300;1
226.625;2
226.950;3
227.280;4
227.610;1
227.950;2
228.290;3
228.625;4
228.960;1
229.295;2
229.630;3
229.965;4
230.300;1
230.660;2
231.020;3
231.360;4
231.700;1
232.060;2
232.420;3
232.775;4
233.130;1
233.490;2
233.850;3
234.215;4
234.580;1
234.940;2
235.300;3
235.665;4
236.030;1
236.385;2
236.740;3
237.075;4
237.410;1
237.750;2
238.090;3
238.425;4
238.760;1
239.110;2
239.460;3
239.805;4
240.150;1
240.510;2
240.870;3
241.230;4
241.590;1
241.935;2
242.280;3
242.620;4
242.960;1
243.280;2
243.600;3
243.950;4
244.300;1
244.640;2
244.980;3
245.325;4
245.670;1
246.015;2
246.360;3
246.705;4
247.050;1
247.400;2
247.750;3
248.105;4
248.460;1
248.820;2
249.180;3
249.535;4
249.890;1
250.250;2
250.610;3
250.950;4
251.290;1
251.635;2
251.980;3
252.345;4
252.710;1
253.060;2
253.410;3
253.780;4
254.150;1
254.515;2
254.880;3
255.245;4
255.610;1
255.965;2
256.320;3
256.670;4
257.020;1
257.340;2
257.660;3
257.975;4
258.290;1
