t;beat
0.100;1
0.420;2
0.740;3
1.060;4
1.380;1
1.700;2
2.020;3
2.335;4
2.650;1
2.940;2
3.230;3
3.535;4
3.840;1
4.155;2
4.470;3
4.775;4
5.080;1
5.395;2
5.710;3
6.020;4
6.330;1
6.645;2
6.960;3
7.260;4
7.560;1
7.890;2
8.220;3
8.525;4
8.830;1
9.140;2
9.450;3
9.775;4
10.100;1
10.425;2
10.750;3
11.080;4
11.410;1
11.740;2
12.070;3
12.380;4
12.690;1
13.005;2
13.320;3
13.635;4
13.950;1
14.275;2
14.600;3
14.915;4
15.230;1
15.550;2
15.870;3
16.185;4
16.500;1
16.815;2
17.130;3
17.440;4
17.750;1
18.070;2
18.390;3
18.720;4
19.050;1
19.365;2
19.680;3
19.995;4
20.310;1
20.630;2
20.950;3
21.270;4
21.590;1
21.895;2
22.200;3
22.515;4
22.830;1
23.175;2
23.520;3
23.825;4
24.130;1
24.445;2
24.760;3
25.080;4
25.400;1
25.715;2
26.030;3
26.350;4
26.670;1
26.980;2
27.290;3
27.600;4
27.910;1
28.225;2
28.540;3
28.860;4
29.180;1
29.500;2
29.820;3
30.140;4
30.460;1
30.795;2
31.130;3
31.465;4
31.800;1
32.115;2
32.430;3
32.750;4
33.070;1
33.390;2
33.710;3
34.020;4
34.330;1
34.645;2
34.960;3
35.275;4
35.590;1
35.910;2
36.230;3
36.540;4
36.850;1
37.170;2
37.490;3
37.820;4
38.150;1
38.460;2
38.770;3
39.085;4
39.400;1
39.715;2
40.030;3
40.345;4
40.660;1
40.975;2
41.290;3
41.605;4
41.920;1
42.260;2
42.600;3
42.900;4
43.200;1
43.505;2
43.810;3
44.120;4
44.430;1
44.740;2
45.050;3
45.365;4
45.680;1
46.005;2
46.330;3
46.655;4
46.980;1
47.280;2
47.580;3
47.885;4
48.190;1
48.495;2
48.800;3
49.105;4
49.410;1
49.715;2
50.020;3
50.330;4
50.640;1
50.950;2
51.260;3
51.570;4
51.880;1
52.190;2
52.500;3
52.810;4
53.120;1
53.430;2
53.740;3
54.050;4
54.360;1
54.670;2
54.980;3
55.295;4
55.610;1
55.920;2
56.230;3
56.540;4
56.850;1
57.160;2
57.470;3
57.780;4
58.090;1
58.400;2
58.710;3
59.020;4
59.330;1
59.640;2
59.950;3
60.265;4
60.580;1
60.885;2
61.190;3
61.495;4
61.800;1
62.110;2
62.420;3
62.735;4
63.050;1
63.355;2
63.660;3
63.970;4
64.280;1
64.585;2
64.890;3
65.195;4
65.500;1
65.805;2
66.110;3
66.425;4
66.740;1
67.040;2
67.340;3
67.645;4
67.950;1
68.235;2
68.520;3
68.830;4
69.140;1
69.440;2
69.740;3
70.040;4
70.340;1
70.655;2
70.970;3
71.290;4
71.610;1
71.910;2
72.210;3
72.505;4
72.800;1
73.110;2
73.420;3
73.730;4
74.040;1
74.345;2
74.650;3
74.955;4
75.260;1
75.555;2
75.850;3
76.145;4
76.440;1
76.745;2
77.050;3
77.360;4
77.670;1
77.975;2
78.280;3
78.590;4
78.900;1
79.190;2
79.480;3
79.775;4
80.070;1
80.365;2
80.660;3
80.960;4
81.260;1
81.570;2
81.880;3
82.190;4
82.500;1
82.815;2
83.130;3
83.440;4
83.750;1
84.055;2
84.360;3
84.665;4
84.970;1
85.275;2
85.580;3
85.890;4
86.200;1
86.495;2
86.790;3
87.085;4
87.380;1
87.675;2
87.970;3
88.265;4
88.560;1
88.855;2
89.150;3
89.450;4
89.750;1
90.055;2
90.360;3
90.670;4
90.980;1
91.310;2
91.640;3
91.970;4
92.300;1
92.625;2
92.950;3
93.275;4
93.600;1
93.905;2
94.210;3
94.515;4
94.820;1
95.120;2
95.420;3
95.720;4
96.020;1
96.330;2
96.640;3
96.950;4
97.260;1
97.570;2
97.880;3
98.170;4
98.460;1
98.760;2
99.060;3
99.360;4
99.660;1
99.980;2
100.300;3
100.590;4
100.880;1
101.200;2
101.520;3
101.845;4
102.170;1
102.460;2
102.750;3
103.030;4
103.310;1
103.610;2
103.910;3
104.200;4
104.490;1
104.800;2
105.110;3
105.420;4
105.730;1
106.025;2
106.320;3
106.620;4
106.920;1
107.240;2
107.560;3
107.875;4
108.190;1
108.485;2
108.780;3
109.065;4
109.350;1
109.655;2
109.960;3
110.260;4
110.560;1
110.870;2
111.180;3
111.500;4
111.820;1
112.140;2
112.460;3
112.770;4
113.080;1
113.385;2
113.690;3
113.995;4
114.300;1
114.600;2
114.900;3
115.205;4
115.510;1
115.815;2
116.120;3
116.430;4
116.740;1
117.040;2
117.340;3
117.645;4
117.950;1
118.255;2
118.560;3
118.870;4
119.180;1
119.495;2
119.810;3
120.125;4
120.440;1
120.735;2
121.030;3
121.330;4
121.630;1
121.925;2
122.220;3
122.520;4
122.820;1
123.120;2
123.420;3
123.720;4
124.020;1
124.320;2
124.620;3
124.920;4
125.220;1
125.520;2
125.820;3
126.120;4
126.420;1
126.720;2
127.020;3
127.320;4
127.620;1
127.920;2
128.220;3
128.520;4
128.820;1
129.120;2
129.420;3
129.720;4
130.020;1
130.320;2
130.620;3
130.920;4
131.220;1
131.520;2
131.820;3
132.120;4
132.420;1
132.720;2
133.020;3
133.320;4
133.620;1
133.920;2
134.220;3
134.520;4
134.820;1
135.120;2
135.420;3
135.715;4
136.010;1
136.315;2
136.620;3
136.900;4
137.180;1
137.475;2
137.770;3
138.070;4
138.370;1
138.675;2
138.980;3
139.265;4
139.550;1
139.830;2
140.110;3
140.395;4
140.680;1
140.975;2
141.270;3
141.565;4
141.860;1
142.160;2
142.460;3
142.760;4
143.060;1
143.365;2
143.670;3
143.980;4
144.290;1
144.585;2
144.880;3
145.170;4
145.460;1
145.745;2
146.030;3
146.315;4
146.600;1
146.895;2
147.190;3
147.490;4
147.790;1
148.085;2
148.380;3
148.685;4
148.990;1
149.275;2
149.560;3
149.850;4
150.140;1
150.425;2
150.710;3
151.000;4
151.290;1
151.590;2
151.890;3
152.185;4
152.480;1
152.775;2
153.070;3
153.365;4
153.660;1
153.955;2
154.250;3
154.545;4
154.840;1
155.125;2
155.410;3
155.700;4
155.990;1
156.285;2
156.580;3
156.865;4
157.150;1
157.465;2
157.780;3
158.080;4
158.380;1
158.675;2
158.970;3
159.255;4
159.540;1
159.830;2
160.120;3
160.405;4
160.690;1
160.985;2
161.280;3
161.550;4
161.820;1
162.110;2
162.400;3
