t;beat
0.030;1
0.650;2
1.270;3
1.905;4
2.540;1
3.170;2
3.800;3
4.435;4
5.070;1
5.715;2
6.360;3
6.980;4
7.600;1
8.270;2
8.940;3
9.615;4
10.290;1
10.960;2
11.630;3
12.270;4
12.910;1
13.575;2
14.240;3
14.885;4
15.530;1
16.170;2
16.810;3
17.465;4
18.120;1
18.770;2
19.420;3
20.095;4
20.770;1
21.400;2
22.030;3
22.685;4
23.340;1
23.980;2
24.620;3
25.265;4
25.910;1
26.565;2
27.220;3
27.885;4
28.550;1
29.195;2
29.840;3
30.500;4
31.160;1
31.835;2
32.510;3
33.165;4
33.820;1
34.465;2
35.110;3
35.760;4
36.410;1
37.060;2
37.710;3
38.370;4
39.030;1
39.675;2
40.320;3
40.985;4
41.650;1
42.320;2
42.990;3
43.650;4
44.310;1
44.965;2
45.620;3
46.260;4
46.900;1
47.550;2
48.200;3
48.855;4
49.510;1
50.120;2
50.730;3
51.345;4
51.960;1
52.630;2
53.300;3
53.960;4
54.620;1
55.275;2
55.930;3
56.595;4
57.260;1
57.920;2
58.580;3
59.225;4
59.870;1
60.550;2
61.230;3
61.870;4
62.510;1
63.165;2
63.820;3
64.480;4
65.140;1
65.800;2
66.460;3
67.115;4
67.770;1
68.455;2
69.140;3
69.755;4
70.370;1
71.035;2
71.700;3
72.355;4
73.010;1
73.685;2
74.360;3
75.025;4
75.690;1
76.355;2
77.020;3
77.655;4
78.290;1
78.945;2
79.600;3
80.260;4
80.920;1
81.580;2
82.240;3
82.880;4
83.520;1
84.210;2
84.900;3
85.550;4
86.200;1
86.870;2
87.540;3
88.185;4
88.830;1
89.485;2
90.140;3
90.790;4
91.440;1
92.085;2
92.730;3
93.390;4
94.050;1
94.700;2
95.350;3
96.005;4
96.660;1
97.320;2
97.980;3
98.635;4
99.290;1
99.950;2
100.610;3
101.260;4
101.910;1
102.570;2
103.230;3
103.905;4
104.580;1
105.235;2
105.890;3
106.555;4
107.220;1
107.885;2
108.550;3
109.200;4
109.850;1
110.515;2
111.180;3
111.830;4
112.480;1
113.155;2
113.830;3
114.490;4
115.150;1
115.815;2
116.480;3
117.160;4
117.840;1
118.480;2
119.120;3
119.765;4
120.410;1
121.095;2
121.780;3
122.445;4
123.110;1
123.790;2
124.470;3
125.140;4
125.810;1
126.490;2
127.170;3
127.835;4
128.500;1
129.155;2
129.810;3
130.485;4
131.160;1
131.825;2
132.490;3
133.140;4
133.790;1
134.455;2
135.120;3
135.785;4
136.450;1
137.120;2
137.790;3
138.465;4
139.140;1
139.810;2
140.480;3
141.140;4
141.800;1
142.455;2
143.110;3
143.765;4
144.420;1
145.065;2
145.710;3
146.355;4
147.000;1
147.680;2
148.360;3
149.000;4
149.640;1
150.310;2
150.980;3
151.625;4
152.270;1
152.920;2
153.570;3
154.200;4
154.830;1
155.495;2
156.160;3
156.785;4
157.410;1
158.090;2
158.770;3
159.420;4
160.070;1
160.725;2
161.380;3
162.055;4
162.730;1
163.375;2
164.020;3
164.670;4
165.320;1
165.960;2
166.600;3
167.245;4
167.890;1
168.565;2
169.240;3
169.895;4
170.550;1
171.205;2
171.860;3
172.535;4
173.210;1
173.850;2
174.490;3
175.165;4
175.840;1
176.490;2
177.140;3
177.820;4
178.500;1
179.170;2
179.840;3
180.505;4
181.170;1
181.835;2
182.500;3
183.165;4
183.830;1
184.490;2
185.150;3
185.810;4
186.470;1
187.105;2
187.740;3
188.400;4
189.060;1
189.725;2
190.390;3
191.045;4
191.700;1
192.355;2
193.010;3
193.660;4
194.310;1
194.990;2
195.670;3
196.350;4
197.030;1
197.665;2
198.300;3
198.990;4
199.680;1
200.320;2
200.960;3
201.635;4
202.310;1
202.970;2
203.630;3
204.245;4
204.860;1
205.550;2
206.240;3
206.930;4
207.620;1
208.285;2
208.950;3
209.615;4
210.280;1
210.945;2
211.610;3
212.275;4
212.940;1
213.605;2
214.270;3
214.920;4
215.570;1
216.225;2
216.880;3
217.535;4
218.190;1
218.865;2
219.540;3
220.200;4
220.860;1
221.545;2
222.230;3
222.905;4
223.580;1
224.230;2
224.880;3
225.555;4
226.230;1
226.900;2
227.570;3
228.220;4
228.870;1
229.535;2
230.200;3
230.870;4
231.540;1
232.225;2
232.910;3
233.560;4
234.210;1
234.875;2
235.540;3
236.210;4
236.880;1
237.510;2
238.140;3
238.775;4
239.410;1
240.065;2
240.720;3
241.380;4
242.040;1
242.710;2
243.380;3
244.055;4
244.730;1
245.405;2
246.080;3
246.760;4
247.440;1
248.100;2
248.760;3
249.430;4
250.100;1
250.750;2
251.400;3
252.055;4
252.710;1
253.365;2
254.020;3
254.675;4
255.330;1
255.995;2
256.660;3
257.325;4
257.990;1
258.660;2
259.330;3
260.005;4
260.680;1
261.365;2
262.050;3
262.735;4
263.420;1
264.110;2
264.800;3
265.470;4
266.140;1
266.825;2
267.510;3
268.175;4
268.840;1
269.515;2
270.190;3
270.850;4
271.510;1
272.170;2
272.830;3
273.510;4
274.190;1
274.855;2
275.520;3
276.205;4
276.890;1
277.555;2
278.220;3
278.890;4
279.560;1
280.235;2
280.910;3
281.575;4
282.240;1
282.895;2
283.550;3
284.225;4
284.900;1
285.575;2
286.250;3
286.905;4
287.560;1
288.240;2
288.920;3
289.580;4
290.240;1
290.910;2
291.580;3
292.265;4
292.950;1
293.610;2
294.270;3
294.935;4
295.600;1
296.280;2
296.960;3
297.630;4
298.300;1
298.975;2
299.650;3
300.325;4
301.000;1
301.650;2
302.300;3
302.960;4
303.620;1
