t;beat
1.130;1
1.790;2
2.450;3
3.110;4
3.770;1
4.300;2
4.830;3
5.540;4
6.250;1
6.850;2
7.450;3
8.195;4
8.940;1
9.460;2
9.980;3
10.725;4
11.470;1
12.205;2
12.940;3
13.550;4
14.160;1
14.750;2
15.340;3
16.090;4
16.840;1
17.450;2
18.060;3
18.845;4
19.630;1
20.200;2
20.770;3
21.490;4
22.210;1
23.085;2
23.960;3
24.485;4
25.010;1
25.560;2
26.110;3
26.770;4
27.430;1
28.095;2
28.760;3
29.450;4
30.140;1
30.895;2
31.650;3
33.080;4
34.510;1
35.115;2
35.720;3
36.310;4
36.900;1
37.515;2
38.130;3
38.805;4
39.480;1
40.130;2
40.780;3
41.435;4
42.090;1
42.825;2
43.560;3
44.260;4
44.960;1
45.535;2
46.110;3
46.705;4
47.300;1
47.855;2
48.410;3
48.965;4
49.520;1
50.055;2
50.590;3
51.125;4
51.660;1
52.220;2
52.780;3
53.345;4
53.910;1
54.710;2
55.510;3
56.310;4
57.110;1
57.875;2
58.640;3
59.405;4
60.170;1
60.850;2
61.530;3
62.385;4
63.240;1
64.180;2
65.120;3
66.000;4
66.880;1
67.805;2
68.730;3
69.655;4
70.580;1
71.505;2
72.430;3
73.355;4
74.280;1
75.140;2
76.000;3
76.740;4
77.480;1
78.235;2
78.990;3
79.750;4
80.510;1
81.315;2
82.120;3
82.925;4
83.730;1
84.535;2
85.340;3
86.145;4
86.950;1
87.755;2
88.560;3
89.365;4
90.170;1
90.975;2
91.780;3
92.585;4
93.390;1
94.195;2
95.000;3
95.805;4
96.610;1
97.415;2
98.220;3
99.025;4
99.830;1
100.635;2
101.440;3
102.245;4
103.050;1
103.855;2
104.660;3
105.465;4
106.270;1
107.075;2
107.880;3
108.685;4
109.490;1
110.295;2
111.100;3
111.905;4
112.710;1
113.515;2
114.320;3
115.125;4
115.930;1
116.735;2
117.540;3
118.345;4
119.150;1
119.955;2
120.760;3
121.565;4
122.370;1
123.175;2
123.980;3
124.785;4
125.590;1
126.395;2
127.200;3
128.005;4
128.810;1
129.615;2
130.420;3
131.225;4
132.030;1
132.835;2
133.640;3
134.445;4
135.250;1
136.055;2
136.860;3
137.665;4
138.470;1
139.275;2
140.080;3
140.885;4
141.690;1
142.495;2
143.300;3
144.105;4
144.910;1
145.715;2
146.520;3
147.325;4
148.130;1
148.935;2
149.740;3
150.545;4
151.350;1
152.155;2
152.960;3
153.765;4
154.570;1
155.375;2
156.180;3
156.985;4
157.790;1
158.595;2
159.400;3
160.205;4
161.010;1
161.815;2
162.620;3
163.425;4
164.230;1
165.035;2
165.840;3
166.645;4
167.450;1
168.255;2
169.060;3
169.865;4
170.670;1
171.475;2
172.280;3
173.085;4
173.890;1
174.695;2
175.500;3
176.305;4
177.110;1
177.915;2
178.720;3
179.525;4
180.330;1
181.135;2
181.940;3
182.745;4
183.550;1
184.355;2
185.160;3
185.965;4
186.770;1
187.575;2
188.380;3
189.185;4
189.990;1
190.850;2
191.710;3
192.490;4
193.270;1
194.010;2
194.750;3
195.545;4
196.340;1
197.025;2
197.710;3
198.355;4
199.000;1
200.005;2
201.010;3
201.750;4
202.490;1
203.300;2
204.110;3
205.045;4
205.980;1
206.840;2
207.700;3
208.560;4
209.420;1
210.170;2
210.920;3
211.580;4
212.240;1
213.065;2
213.890;3
214.855;4
215.820;1
216.795;2
217.770;3
218.670;4
219.570;1
220.510;2
221.450;3
222.625;4
223.800;1
224.555;2
225.310;3
226.085;4
226.860;1
227.775;2
228.690;3
229.570;4
230.450;1
231.410;2
232.370;3
233.390;4
234.410;1
235.205;2
236.000;3
236.835;4
237.670;1
238.680;2
239.690;3
240.725;4
241.760;1
242.900;2
244.040;3
245.400;4
246.760;1
