t;beat
0.050;1
0.450;2
0.850;3
1.425;4
2.000;1
2.370;2
2.740;3
3.360;4
3.980;1
4.335;2
4.690;3
5.295;4
5.900;1
6.265;2
6.630;3
7.245;4
7.860;1
8.210;2
8.560;3
9.155;4
9.750;1
10.240;2
10.730;3
11.235;4
11.740;1
12.205;2
12.670;3
13.135;4
13.600;1
14.100;2
14.600;3
15.105;4
15.610;1
16.075;2
16.540;3
17.010;4
17.480;1
17.975;2
18.470;3
18.965;4
19.460;1
19.920;2
20.380;3
20.845;4
21.310;1
21.800;2
22.290;3
22.780;4
23.270;1
23.745;2
24.220;3
24.695;4
25.170;1
25.635;2
26.100;3
26.570;4
27.040;1
27.520;2
28.000;3
28.485;4
28.970;1
29.470;2
29.970;3
30.470;4
30.970;1
31.315;2
31.660;3
32.255;4
32.850;1
33.205;2
33.560;3
34.165;4
34.770;1
35.125;2
35.480;3
36.080;4
36.680;1
37.035;2
37.390;3
38.010;4
38.630;1
38.975;2
39.320;3
39.920;4
40.520;1
41.000;2
41.480;3
41.940;4
42.400;1
42.890;2
43.380;3
43.870;4
44.360;1
44.855;2
45.350;3
45.850;4
46.350;1
46.840;2
47.330;3
47.825;4
48.320;1
48.835;2
49.350;3
49.870;4
50.390;1
50.865;2
51.340;3
51.820;4
52.300;1
52.795;2
53.290;3
53.790;4
54.290;1
54.790;2
55.290;3
55.795;4
56.300;1
56.790;2
57.280;3
57.775;4
58.270;1
58.765;2
59.260;3
59.730;4
60.200;1
60.650;2
61.100;3
61.570;4
62.040;1
62.525;2
63.010;3
63.495;4
63.980;1
64.450;2
64.920;3
65.395;4
65.870;1
66.325;2
66.780;3
67.245;4
67.710;1
68.195;2
68.680;3
69.165;4
69.650;1
70.125;2
70.600;3
71.075;4
71.550;1
72.025;2
72.500;3
72.950;4
73.400;1
73.855;2
74.310;3
74.765;4
75.220;1
75.690;2
76.160;3
76.615;4
77.070;1
77.570;2
78.070;3
78.540;4
79.010;1
79.485;2
79.960;3
80.445;4
80.930;1
81.405;2
81.880;3
82.310;4
82.740;1
83.190;2
83.640;3
84.105;4
84.570;1
85.040;2
85.510;3
85.975;4
86.440;1
86.895;2
87.350;3
87.805;4
88.260;1
88.730;2
89.200;3
89.670;4
90.140;1
90.595;2
91.050;3
91.495;4
91.940;1
92.415;2
92.890;3
93.360;4
93.830;1
94.280;2
94.730;3
95.220;4
95.710;1
96.170;2
96.630;3
97.090;4
97.550;1
98.010;2
98.470;3
98.895;4
99.320;1
99.770;2
100.220;3
100.650;4
101.080;1
101.570;2
102.060;3
102.510;4
102.960;1
103.420;2
103.880;3
104.340;4
104.800;1
105.260;2
105.720;3
106.180;4
106.640;1
107.075;2
107.510;3
107.965;4
108.420;1
108.880;2
109.340;3
109.805;4
110.270;1
110.745;2
111.220;3
111.695;4
112.170;1
112.625;2
113.080;3
113.530;4
113.980;1
114.420;2
114.860;3
115.345;4
115.830;1
116.290;2
116.750;3
117.205;4
117.660;1
118.115;2
118.570;3
119.025;4
119.480;1
119.910;2
120.340;3
120.825;4
121.310;1
121.785;2
122.260;3
122.695;4
123.130;1
123.585;2
124.040;3
124.500;4
124.960;1
125.360;2
125.760;3
126.360;4
126.960;1
127.295;2
127.630;3
128.230;4
128.830;1
129.165;2
129.500;3
130.070;4
130.640;1
131.005;2
131.370;3
131.975;4
132.580;1
132.940;2
133.300;3
133.875;4
134.450;1
134.775;2
135.100;3
135.690;4
136.280;1
136.765;2
137.250;3
137.740;4
138.230;1
138.715;2
139.200;3
139.690;4
140.180;1
140.665;2
141.150;3
141.635;4
142.120;1
142.590;2
143.060;3
143.535;4
144.010;1
144.465;2
144.920;3
145.380;4
145.840;1
146.305;2
146.770;3
147.240;4
147.710;1
148.175;2
148.640;3
149.105;4
149.570;1
150.040;2
150.510;3
150.985;4
151.460;1
151.945;2
152.430;3
152.915;4
153.400;1
153.875;2
154.350;3
154.825;4
155.300;1
155.660;2
156.020;3
156.615;4
157.210;1
157.545;2
157.880;3
158.485;4
159.090;1
159.435;2
159.780;3
160.380;4
160.980;1
161.330;2
161.680;3
162.290;4
162.900;1
163.350;2
163.800;3
164.255;4
164.710;1
165.150;2
165.590;3
166.035;4
166.480;1
166.920;2
167.360;3
167.805;4
168.250;1
168.695;2
169.140;3
169.740;4
170.340;1
170.810;2
171.280;3
171.755;4
172.230;1
172.710;2
173.190;3
173.675;4
174.160;1
174.625;2
175.090;3
175.555;4
176.020;1
176.480;2
176.940;3
177.400;4
177.860;1
178.330;2
178.800;3
179.275;4
179.750;1
180.225;2
180.700;3
181.180;4
181.660;1
182.140;2
182.620;3
183.100;4
183.580;1
184.060;2
184.540;3
185.020;4
185.500;1
185.925;2
186.350;3
186.775;4
187.200;1
187.670;2
188.140;3
188.610;4
189.080;1
189.545;2
190.010;3
190.450;4
190.890;1
191.335;2
191.780;3
192.265;4
192.750;1
193.200;2
193.650;3
194.090;4
194.530;1
195.000;2
195.470;3
195.915;4
196.360;1
196.830;2
197.300;3
197.770;4
198.240;1
198.660;2
199.080;3
199.500;4
199.920;1
200.390;2
200.860;3
201.310;4
201.760;1
202.200;2
202.640;3
203.105;4
203.570;1
204.035;2
204.500;3
204.955;4
205.410;1
205.865;2
206.320;3
206.750;4
207.180;1
207.645;2
208.110;3
208.560;4
209.010;1
209.460;2
209.910;3
