t;beat
0.120;1
0.490;2
0.860;3
1.230;4
1.600;1
1.970;2
2.340;3
2.710;4
3.080;1
3.450;2
3.820;3
4.190;4
4.560;1
4.920;2
5.280;3
5.645;4
6.010;1
6.350;2
6.690;3
7.035;4
7.380;1
7.840;2
8.300;3
8.760;4
9.220;1
9.555;2
9.890;3
10.225;4
10.560;1
10.975;2
11.390;3
11.805;4
12.220;1
12.580;2
12.940;3
13.295;4
13.650;1
14.035;2
14.420;3
14.800;4
15.180;1
15.565;2
15.950;3
16.315;4
16.680;1
17.060;2
17.440;3
17.820;4
18.200;1
18.565;2
18.930;3
19.300;4
19.670;1
20.055;2
20.440;3
20.825;4
21.210;1
21.590;2
21.970;3
22.335;4
22.700;1
23.070;2
23.440;3
23.815;4
24.190;1
24.550;2
24.910;3
25.275;4
25.640;1
26.035;2
26.430;3
26.830;4
27.230;1
27.585;2
27.940;3
28.325;4
28.710;1
29.085;2
29.460;3
29.840;4
30.220;1
30.585;2
30.950;3
31.315;4
31.680;1
32.070;2
32.460;3
32.850;4
33.240;1
33.595;2
33.950;3
34.315;4
34.680;1
35.060;2
35.440;3
35.815;4
36.190;1
36.580;2
36.970;3
37.350;4
37.730;1
38.100;2
38.470;3
38.850;4
39.230;1
39.605;2
39.980;3
40.335;4
40.690;1
41.085;2
41.480;3
41.880;4
42.280;1
42.650;2
43.020;3
43.395;4
43.770;1
44.135;2
44.500;3
44.865;4
45.230;1
45.595;2
45.960;3
46.330;4
46.700;1
47.075;2
47.450;3
47.825;4
48.200;1
48.570;2
48.940;3
49.310;4
49.680;1
50.045;2
50.410;3
50.775;4
51.140;1
51.540;2
51.940;3
52.310;4
52.680;1
53.060;2
53.440;3
53.820;4
54.200;1
54.575;2
54.950;3
55.330;4
55.710;1
56.090;2
56.470;3
56.850;4
57.230;1
57.550;2
57.870;3
58.285;4
58.700;1
59.085;2
59.470;3
59.845;4
60.220;1
60.595;2
60.970;3
61.380;4
61.790;1
62.130;2
62.470;3
62.815;4
63.160;1
63.550;2
63.940;3
64.315;4
64.690;1
65.070;2
65.450;3
65.830;4
66.210;1
66.595;2
66.980;3
67.370;4
67.760;1
68.115;2
68.470;3
68.825;4
69.180;1
69.565;2
69.950;3
70.335;4
70.720;1
71.090;2
71.460;3
71.835;4
72.210;1
72.570;2
72.930;3
73.310;4
73.690;1
74.065;2
74.440;3
74.815;4
75.190;1
75.595;2
76.000;3
76.365;4
76.730;1
77.095;2
77.460;3
77.825;4
78.190;1
78.555;2
78.920;3
79.285;4
79.650;1
80.030;2
80.410;3
80.790;4
81.170;1
81.550;2
81.930;3
82.315;4
82.700;1
83.085;2
83.470;3
83.860;4
84.250;1
84.640;2
85.030;3
85.420;4
85.810;1
86.120;2
86.430;3
86.805;4
87.180;1
87.560;2
87.940;3
88.310;4
88.680;1
89.070;2
89.460;3
89.850;4
90.240;1
90.610;2
90.980;3
91.335;4
91.690;1
92.070;2
92.450;3
92.830;4
93.210;1
93.590;2
93.970;3
94.360;4
94.750;1
95.110;2
95.470;3
95.830;4
96.190;1
96.575;2
96.960;3
97.335;4
97.710;1
98.090;2
98.470;3
98.850;4
99.230;1
99.610;2
99.990;3
100.370;4
100.750;1
101.110;2
101.470;3
101.835;4
102.200;1
102.590;2
102.980;3
103.355;4
103.730;1
104.085;2
104.440;3
104.815;4
105.190;1
105.565;2
105.940;3
106.315;4
106.690;1
107.065;2
107.440;3
107.810;4
108.180;1
108.555;2
108.930;3
109.305;4
109.680;1
110.055;2
110.430;3
110.805;4
111.180;1
111.545;2
111.910;3
112.270;4
112.630;1
113.010;2
113.390;3
113.770;4
114.150;1
114.520;2
114.890;3
115.265;4
115.640;1
116.015;2
116.390;3
116.765;4
117.140;1
117.515;2
117.890;3
118.265;4
118.640;1
118.995;2
119.350;3
119.780;4
120.210;1
120.575;2
120.940;3
121.310;4
121.680;1
122.050;2
122.420;3
122.790;4
123.160;1
123.525;2
123.890;3
124.280;4
124.670;1
125.060;2
125.450;3
125.815;4
126.180;1
126.545;2
126.910;3
127.275;4
127.640;1
128.005;2
128.370;3
128.735;4
129.100;1
129.505;2
129.910;3
130.280;4
130.650;1
131.040;2
131.430;3
131.820;4
132.210;1
132.585;2
132.960;3
133.335;4
133.710;1
134.075;2
134.440;3
134.810;4
135.180;1
135.565;2
135.950;3
136.315;4
136.680;1
137.075;2
137.470;3
137.865;4
138.260;1
138.620;2
138.980;3
139.340;4
139.700;1
140.070;2
140.440;3
140.835;4
141.230;1
141.590;2
141.950;3
142.315;4
142.680;1
143.055;2
143.430;3
143.805;4
144.180;1
144.545;2
144.910;3
145.275;4
145.640;1
146.030;2
146.420;3
146.810;4
147.200;1
147.560;2
147.920;3
148.280;4
148.640;1
149.020;2
149.400;3
149.785;4
150.170;1
150.535;2
150.900;3
151.265;4
151.630;1
151.995;2
152.360;3
152.725;4
153.090;1
153.480;2
153.870;3
154.260;4
154.650;1
155.040;2
155.430;3
155.820;4
156.210;1
