t;beat
0.000;1
0.285;2
0.570;3
0.880;4
1.190;1
1.505;2
1.820;3
2.140;4
2.460;1
2.780;2
3.100;3
3.415;4
3.730;1
4.060;2
4.390;3
4.720;4
5.050;1
5.375;2
5.700;3
6.045;4
6.390;1
6.715;2
7.040;3
7.375;4
7.710;1
8.040;2
8.370;3
8.695;4
9.020;1
9.350;2
9.680;3
10.000;4
10.320;1
10.635;2
10.950;3
11.270;4
11.590;1
11.905;2
12.220;3
12.520;4
12.820;1
13.125;2
13.430;3
13.735;4
14.040;1
14.355;2
14.670;3
14.980;4
15.290;1
15.575;2
15.860;3
16.155;4
16.450;1
16.760;2
17.070;3
17.375;4
17.680;1
17.985;2
18.290;3
18.580;4
18.870;1
19.185;2
19.500;3
19.805;4
20.110;1
20.415;2
20.720;3
21.025;4
21.330;1
21.615;2
21.900;3
22.220;4
22.540;1
22.840;2
23.140;3
23.430;4
23.720;1
24.035;2
24.350;3
24.655;4
24.960;1
25.260;2
25.560;3
25.855;4
26.150;1
26.445;2
26.740;3
27.020;4
27.300;1
27.600;2
27.900;3
28.200;4
28.500;1
28.805;2
29.110;3
29.410;4
29.710;1
30.015;2
30.320;3
30.615;4
30.910;1
31.225;2
31.540;3
31.850;4
32.160;1
32.475;2
32.790;3
33.075;4
33.360;1
33.665;2
33.970;3
34.265;4
34.560;1
34.880;2
35.200;3
35.490;4
35.780;1
36.100;2
36.420;3
36.700;4
36.980;1
37.305;2
37.630;3
37.920;4
38.210;1
38.510;2
38.810;3
39.115;4
39.420;1
39.725;2
40.030;3
40.340;4
40.650;1
40.950;2
41.250;3
41.555;4
41.860;1
42.150;2
42.440;3
42.735;4
43.030;1
43.330;2
43.630;3
43.935;4
44.240;1
44.525;2
44.810;3
45.100;4
45.390;1
45.690;2
45.990;3
46.295;4
46.600;1
46.905;2
47.210;3
47.515;4
47.820;1
48.110;2
48.400;3
48.695;4
48.990;1
49.290;2
49.590;3
49.890;4
50.190;1
50.490;2
50.790;3
51.090;4
51.390;1
51.685;2
51.980;3
52.270;4
52.560;1
52.850;2
53.140;3
53.430;4
53.720;1
54.050;2
54.380;3
54.675;4
54.970;1
55.260;2
55.550;3
55.850;4
56.150;1
56.445;2
56.740;3
57.035;4
57.330;1
57.625;2
57.920;3
58.220;4
58.520;1
58.815;2
59.110;3
59.405;4
59.700;1
59.995;2
60.290;3
60.590;4
60.890;1
61.185;2
61.480;3
61.775;4
62.070;1
62.365;2
62.660;3
62.960;4
63.260;1
63.560;2
63.860;3
64.160;4
64.460;1
64.760;2
65.060;3
65.365;4
65.670;1
65.965;2
66.260;3
66.555;4
66.850;1
67.145;2
67.440;3
67.740;4
68.040;1
68.335;2
68.630;3
68.930;4
69.230;1
69.520;2
69.810;3
