t;beat
0.110;3
1.240;4
2.350;1
3.345;2
4.340;3
5.340;4
6.340;1
7.340;2
8.340;3
9.315;4
10.290;1
11.295;2
12.300;3
13.310;4
14.320;1
15.425;2
16.530;3
17.535;4
18.540;1
19.505;2
20.470;3
21.500;4
22.530;1
23.485;2
24.440;3
25.430;4
26.420;1
27.420;2
28.420;3
29.400;4
30.380;1
31.460;2
32.540;3
33.540;4
34.540;1
35.560;2
36.580;3
37.580;4
38.580;1
39.525;2
40.470;3
41.485;4
42.500;1
43.485;2
44.470;3
45.525;4
46.580;1
47.820;2
49.060;3
50.090;4
51.120;1
52.100;2
53.080;3
54.060;4
55.040;1
56.115;2
57.190;3
58.130;4
59.070;1
60.055;2
61.040;3
62.135;4
63.230;1
64.375;2
65.520;3
66.485;4
67.450;1
68.455;2
69.460;3
70.420;4
71.380;1
72.435;2
73.490;3
74.510;4
75.530;1
76.515;2
77.500;3
78.660;4
79.820;1
81.225;2
82.630;3
83.585;4
84.540;1
85.415;2
86.290;3
87.165;4
88.040;1
88.920;2
89.800;3
90.730;4
91.660;1
92.575;2
93.490;3
94.365;4
95.240;1
96.190;2
97.140;3
98.050;4
98.960;1
99.850;2
100.740;3
101.605;4
102.470;1
103.385;2
104.300;3
105.195;4
106.090;1
107.015;2
107.940;3
108.840;4
109.740;1
110.700;2
111.660;3
112.570;4
113.480;1
114.385;2
115.290;3
116.185;4
117.080;1
117.960;2
118.840;3
119.775;4
120.710;1
121.595;2
122.480;3
123.385;4
124.290;1
125.280;2
126.270;3
127.230;4
128.190;1
129.115;2
130.040;3
130.965;4
131.890;1
132.820;2
133.750;3
134.665;4
135.580;1
136.545;2
137.510;3
138.440;4
139.370;1
140.350;2
141.330;3
142.280;4
143.230;1
144.170;2
145.110;3
145.990;4
146.870;1
147.845;2
148.820;3
149.770;4
150.720;1
151.655;2
152.590;3
153.570;4
154.550;1
156.140;2
157.730;3
158.815;4
159.900;1
160.900;2
161.900;3
162.900;4
163.900;1
164.870;2
165.840;3
166.810;4
167.780;1
168.765;2
169.750;3
170.755;4
171.760;1
172.735;2
173.710;3
174.635;4
175.560;1
176.545;2
177.530;3
178.505;4
179.480;1
180.435;2
181.390;3
182.330;4
183.270;1
184.265;2
185.260;3
186.210;4
187.160;1
188.190;2
189.220;3
190.185;4
191.150;1
192.105;2
193.060;3
194.025;4
194.990;1
195.990;2
196.990;3
197.980;4
198.970;1
199.955;2
200.940;3
202.000;4
203.060;1
204.190;2
205.320;3
206.285;4
207.250;1
208.290;2
209.330;3
210.360;4
211.390;1
212.450;2
213.510;3
214.505;4
215.500;1
216.525;2
217.550;3
218.545;4
219.540;1
220.720;2
221.900;3
222.940;4
223.980;1
225.005;2
226.030;3
227.070;4
228.110;1
229.140;2
230.170;3
231.200;4
232.230;1
233.275;2
234.320;3
235.460;4
236.600;1
238.140;2
239.680;3
240.740;4
241.800;1
242.770;2
243.740;3
244.760;4
245.780;1
246.785;2
247.790;3
248.800;4
249.810;1
250.765;2
251.720;3
252.695;4
253.670;1
254.725;2
255.780;3
256.760;4
257.740;1
258.725;2
259.710;3
260.720;4
261.730;1
262.730;2
263.730;3
264.715;4
265.700;1
266.640;2
267.580;3
268.565;4
269.550;1
270.560;2
271.570;3
272.495;4
273.420;1
274.350;2
275.280;3
276.250;4
277.220;1
278.175;2
279.130;3
280.105;4
281.080;1
282.030;2
282.980;3
284.055;4
285.130;1
286.250;2
287.370;3
288.370;4
289.370;1
290.355;2
291.340;3
292.285;4
293.230;1
294.235;2
295.240;3
296.200;4
297.160;1
298.160;2
299.160;3
300.200;4
301.240;1
302.215;2
303.190;3
304.160;4
305.130;1
306.085;2
307.040;3
308.000;4
308.960;1
310.005;2
311.050;3
312.035;4
313.020;1
314.065;2
315.110;3
316.215;4
317.320;1
318.745;2
320.170;3
321.180;4
322.190;1
323.200;2
324.210;3
325.235;4
326.260;1
327.320;2
328.380;3
329.380;4
330.380;1
331.405;2
332.430;3
333.445;4
334.460;1
335.650;2
336.840;3
337.815;4
338.790;1
339.810;2
340.830;3
341.835;4
342.840;1
343.860;2
344.880;3
345.840;4
346.800;1
347.785;2
348.770;3
349.855;4
350.940;1
352.100;2
353.260;3
354.325;4
355.390;1
356.380;2
357.370;3
358.370;4
359.370;1
360.340;2
361.310;3
362.330;4
363.350;1
364.270;2
365.190;3
366.155;4
367.120;1
368.230;2
369.340;3
370.270;4
371.200;1
372.180;2
373.160;3
374.160;4
375.160;1
376.120;2
377.080;3
378.080;4
379.080;1
380.080;2
381.080;3
382.155;4
383.230;1
384.180;2
385.130;3
386.085;4
387.040;1
388.025;2
389.010;3
389.965;4
390.920;1
391.920;2
392.920;3
393.895;4
394.870;1
395.825;2
396.780;3
397.855;4
398.930;1
399.960;2
400.990;3
401.980;4
402.970;1
403.985;2
405.000;3
405.965;4
406.930;1
407.965;2
409.000;3
410.465;4
411.930;1
413.335;2
414.740;3
416.145;4
417.550;1
418.955;2
420.360;3
