t;beat
0.120;1
0.515;2
0.910;3
1.310;4
1.710;1
2.045;2
2.380;3
2.705;4
3.030;1
3.405;2
3.780;3
4.155;4
4.530;1
4.885;2
5.240;3
5.600;4
5.960;1
6.325;2
6.690;3
7.050;4
7.410;1
7.770;2
8.130;3
8.480;4
8.830;1
9.185;2
9.540;3
9.905;4
10.270;1
10.625;2
10.980;3
11.340;4
11.700;1
12.055;2
12.410;3
12.770;4
13.130;1
13.480;2
13.830;3
14.185;4
14.540;1
14.905;2
15.270;3
15.640;4
16.010;1
16.365;2
16.720;3
17.075;4
17.430;1
17.795;2
18.160;3
18.525;4
18.890;1
19.245;2
19.600;3
19.955;4
20.310;1
20.675;2
21.040;3
21.405;4
21.770;1
22.125;2
22.480;3
22.840;4
23.200;1
23.560;2
23.920;3
24.285;4
24.650;1
25.005;2
25.360;3
25.715;4
26.070;1
26.430;2
26.790;3
27.155;4
27.520;1
27.885;2
28.250;3
28.615;4
28.980;1
29.340;2
29.700;3
30.065;4
30.430;1
30.785;2
31.140;3
31.500;4
31.860;1
32.205;2
32.550;3
32.905;4
33.260;1
33.625;2
33.990;3
34.355;4
34.720;1
35.085;2
35.450;3
35.815;4
36.180;1
36.545;2
36.910;3
37.275;4
37.640;1
37.990;2
38.340;3
38.690;4
39.040;1
39.400;2
39.760;3
40.125;4
40.490;1
40.835;2
41.180;3
41.530;4
41.880;1
42.240;2
42.600;3
42.960;4
43.320;1
43.675;2
44.030;3
44.390;4
44.750;1
45.115;2
45.480;3
45.845;4
46.210;1
46.560;2
46.910;3
47.260;4
47.610;1
47.975;2
48.340;3
48.705;4
49.070;1
49.430;2
49.790;3
50.155;4
50.520;1
50.880;2
51.240;3
51.605;4
51.970;1
52.330;2
52.690;3
53.055;4
53.420;1
53.775;2
54.130;3
54.490;4
54.850;1
55.205;2
55.560;3
55.915;4
56.270;1
56.625;2
56.980;3
57.335;4
57.690;1
58.045;2
58.400;3
58.755;4
59.110;1
59.465;2
59.820;3
60.180;4
60.540;1
60.885;2
61.230;3
61.575;4
61.920;1
62.280;2
62.640;3
63.005;4
63.370;1
63.735;2
64.100;3
64.465;4
64.830;1
65.190;2
65.550;3
65.910;4
66.270;1
66.620;2
66.970;3
67.300;4
67.630;1
68.010;2
68.390;3
68.750;4
69.110;1
69.475;2
69.840;3
70.210;4
70.580;1
70.940;2
71.300;3
71.660;4
72.020;1
72.365;2
72.710;3
73.055;4
73.400;1
73.760;2
74.120;3
74.480;4
74.840;1
75.195;2
75.550;3
75.910;4
76.270;1
76.620;2
76.970;3
77.320;4
77.670;1
78.020;2
78.370;3
78.720;4
79.070;1
79.430;2
79.790;3
80.130;4
80.470;1
80.830;2
81.190;3
81.555;4
81.920;1
82.270;2
82.620;3
82.970;4
83.320;1
83.670;2
84.020;3
84.370;4
84.720;1
85.095;2
85.470;3
85.845;4
86.220;1
86.580;2
86.940;3
87.300;4
87.660;1
88.005;2
88.350;3
88.725;4
89.100;1
89.440;2
89.780;3
90.125;4
90.470;1
90.835;2
91.200;3
91.570;4
91.940;1
92.295;2
92.650;3
93.010;4
93.370;1
93.725;2
94.080;3
94.435;4
94.790;1
95.155;2
95.520;3
95.890;4
96.260;1
96.620;2
96.980;3
97.340;4
97.700;1
98.055;2
98.410;3
98.765;4
99.120;1
99.480;2
99.840;3
100.205;4
100.570;1
100.925;2
101.280;3
101.640;4
102.000;1
102.360;2
102.720;3
103.080;4
103.440;1
103.795;2
104.150;3
104.510;4
104.870;1
105.220;2
105.570;3
105.925;4
106.280;1
106.635;2
106.990;3
107.350;4
107.710;1
108.070;2
108.430;3
108.795;4
109.160;1
109.525;2
109.890;3
110.260;4
110.630;1
110.985;2
111.340;3
111.695;4
112.050;1
112.400;2
112.750;3
113.100;4
113.450;1
113.795;2
114.140;3
114.490;4
114.840;1
115.200;2
115.560;3
115.925;4
116.290;1
116.645;2
117.000;3
117.360;4
117.720;1
118.080;2
118.440;3
118.805;4
119.170;1
119.535;2
119.900;3
120.265;4
120.630;1
121.005;2
