t;beat
0.060;1
0.585;2
1.110;3
1.635;4
2.160;1
2.705;2
3.250;3
3.750;4
4.250;1
4.765;2
5.280;3
5.795;4
6.310;1
6.825;2
7.340;3
7.855;4
8.370;1
8.885;2
9.400;3
9.915;4
10.430;1
10.930;2
11.430;3
11.950;4
12.470;1
12.985;2
13.500;3
14.000;4
14.500;1
15.015;2
15.530;3
16.050;4
16.570;1
17.105;2
17.640;3
18.175;4
18.710;1
19.215;2
19.720;3
20.230;4
20.740;1
21.265;2
21.790;3
22.315;4
22.840;1
23.365;2
23.890;3
24.415;4
24.940;1
25.460;2
25.980;3
26.505;4
27.030;1
27.560;2
28.090;3
28.625;4
29.160;1
29.690;2
30.220;3
30.750;4
31.280;1
31.805;2
32.330;3
32.860;4
33.390;1
33.920;2
34.450;3
34.985;4
35.520;1
36.040;2
36.560;3
37.090;4
37.620;1
38.140;2
38.660;3
39.190;4
39.720;1
40.280;2
40.840;3
41.355;4
41.870;1
42.405;2
42.940;3
43.460;4
43.980;1
44.505;2
45.030;3
45.565;4
46.100;1
46.625;2
47.150;3
47.675;4
48.200;1
48.735;2
49.270;3
49.805;4
50.340;1
50.875;2
51.410;3
51.945;4
52.480;1
53.005;2
53.530;3
54.060;4
54.590;1
55.115;2
55.640;3
56.170;4
56.700;1
57.225;2
57.750;3
58.275;4
58.800;1
59.330;2
59.860;3
60.390;4
60.920;1
61.445;2
61.970;3
62.500;4
63.030;1
63.555;2
64.080;3
64.605;4
65.130;1
65.665;2
66.200;3
66.735;4
67.270;1
67.805;2
68.340;3
68.880;4
69.420;1
69.935;2
70.450;3
70.970;4
71.490;1
72.015;2
72.540;3
73.070;4
73.600;1
74.120;2
74.640;3
75.140;4
75.640;1
76.205;2
76.770;3
77.270;4
77.770;1
78.300;2
78.830;3
79.360;4
79.890;1
80.415;2
80.940;3
81.465;4
81.990;1
82.525;2
83.060;3
83.595;4
84.130;1
84.695;2
85.260;3
85.785;4
86.310;1
86.835;2
87.360;3
87.880;4
88.400;1
88.925;2
89.450;3
89.975;4
90.500;1
91.030;2
91.560;3
92.095;4
92.630;1
93.165;2
93.700;3
94.235;4
94.770;1
95.280;2
95.790;3
96.300;4
96.810;1
97.330;2
97.850;3
98.370;4
98.890;1
99.420;2
99.950;3
100.475;4
101.000;1
101.520;2
102.040;3
102.560;4
103.080;1
103.605;2
104.130;3
104.655;4
105.180;1
105.710;2
106.240;3
106.775;4
107.310;1
107.840;2
108.370;3
108.900;4
109.430;1
109.955;2
110.480;3
111.010;4
111.540;1
112.065;2
112.590;3
113.115;4
113.640;1
114.160;2
114.680;3
115.205;4
115.730;1
116.255;2
116.780;3
117.310;4
117.840;1
118.380;2
118.920;3
119.460;4
120.000;1
120.525;2
121.050;3
121.580;4
122.110;1
122.645;2
123.180;3
123.715;4
124.250;1
124.780;2
125.310;3
125.845;4
126.380;1
126.905;2
127.430;3
127.960;4
128.490;1
129.030;2
129.570;3
130.110;4
130.650;1
131.165;2
131.680;3
132.200;4
132.720;1
133.245;2
133.770;3
134.295;4
134.820;1
135.350;2
135.880;3
136.410;4
136.940;1
137.465;2
137.990;3
138.520;4
139.050;1
139.580;2
140.110;3
140.645;4
141.180;1
141.710;2
142.240;3
142.775;4
143.310;1
143.845;2
144.380;3
144.900;4
145.420;1
145.950;2
146.480;3
147.015;4
147.550;1
148.065;2
148.580;3
149.100;4
149.620;1
150.195;2
150.770;3
151.345;4
151.920;1
152.455;2
152.990;3
