t;beat
0.090;1
0.450;2
0.810;3
1.175;4
1.540;1
1.905;2
2.270;3
2.635;4
3.000;1
3.390;2
3.780;3
4.170;4
4.560;1
4.950;2
5.340;3
5.730;4
6.120;1
6.495;2
6.870;3
7.245;4
7.620;1
7.985;2
8.350;3
8.715;4
9.080;1
9.445;2
9.810;3
10.180;4
10.550;1
10.915;2
11.280;3
11.645;4
12.010;1
12.375;2
12.740;3
13.115;4
13.490;1
13.855;2
14.220;3
14.585;4
14.950;1
15.310;2
15.670;3
16.035;4
16.400;1
16.750;2
17.100;3
17.470;4
17.840;1
18.200;2
18.560;3
18.925;4
19.290;1
19.645;2
20.000;3
20.360;4
20.720;1
21.085;2
21.450;3
21.820;4
22.190;1
22.550;2
22.910;3
23.275;4
23.640;1
24.005;2
24.370;3
24.740;4
25.110;1
25.465;2
25.820;3
26.180;4
26.540;1
26.905;2
27.270;3
27.625;4
27.980;1
28.345;2
28.710;3
29.085;4
29.460;1
29.825;2
30.190;3
30.555;4
30.920;1
31.280;2
31.640;3
32.005;4
32.370;1
32.730;2
33.090;3
33.455;4
33.820;1
34.180;2
34.540;3
34.900;4
35.260;1
35.615;2
35.970;3
36.325;4
36.680;1
37.040;2
37.400;3
37.765;4
38.130;1
38.485;2
38.840;3
39.195;4
39.550;1
39.905;2
40.260;3
40.620;4
40.980;1
41.335;2
41.690;3
42.045;4
42.400;1
42.755;2
43.110;3
43.470;4
43.830;1
44.185;2
44.540;3
44.900;4
45.260;1
45.625;2
45.990;3
46.360;4
46.730;1
47.085;2
47.440;3
47.800;4
48.160;1
48.525;2
48.890;3
49.260;4
49.630;1
49.990;2
50.350;3
50.715;4
51.080;1
51.445;2
51.810;3
52.180;4
52.550;1
52.915;2
53.280;3
53.645;4
54.010;1
54.360;2
54.710;3
55.060;4
55.410;1
55.765;2
56.120;3
56.480;4
56.840;1
57.195;2
57.550;3
57.905;4
58.260;1
58.625;2
58.990;3
59.355;4
59.720;1
60.070;2
60.420;3
60.770;4
61.120;1
61.475;2
61.830;3
62.185;4
62.540;1
62.890;2
63.240;3
63.590;4
63.940;1
64.300;2
64.660;3
65.025;4
65.390;1
65.745;2
66.100;3
66.455;4
66.810;1
67.170;2
67.530;3
67.890;4
68.250;1
68.600;2
68.950;3
69.300;4
69.650;1
70.005;2
70.360;3
70.715;4
71.070;1
71.425;2
71.780;3
72.135;4
72.490;1
72.840;2
73.190;3
73.540;4
73.890;1
74.245;2
74.600;3
74.960;4
75.320;1
75.685;2
76.050;3
76.415;4
76.780;1
77.130;2
77.480;3
77.835;4
78.190;1
78.550;2
78.910;3
79.270;4
79.630;1
79.985;2
80.340;3
80.695;4
81.050;1
81.410;2
81.770;3
82.130;4
82.490;1
82.840;2
83.190;3
83.545;4
83.900;1
84.255;2
84.610;3
84.970;4
85.330;1
85.685;2
86.040;3
86.395;4
86.750;1
87.105;2
87.460;3
87.820;4
