t;beat
0.030;1
0.310;2
0.580;3
0.840;4
1.110;5
1.380;6
1.650;1
1.900;2
2.160;3
2.400;4
2.660;5
2.900;6
3.150;1
3.400;2
3.650;3
3.900;4
4.150;5
4.400;6
4.650;1
4.900;2
5.150;3
5.400;4
5.650;5
5.900;6
6.120;1
6.380;2
6.620;3
6.850;4
7.090;5
7.320;6
7.570;1
7.820;2
8.070;3
8.300;4
8.530;5
8.780;6
9.030;1
9.290;2
9.530;3
9.760;4
10.010;5
10.250;6
10.490;1
10.750;2
10.990;3
11.220;4
11.460;5
11.710;6
11.950;1
12.210;2
12.450;3
12.700;4
12.950;5
13.200;6
13.450;1
13.710;2
13.970;3
14.210;4
14.470;5
14.720;6
14.980;1
15.230;2
15.460;3
15.690;4
15.930;5
16.170;6
16.410;1
16.650;2
16.890;3
17.130;4
17.380;5
17.620;6
17.860;1
18.120;2
18.370;3
18.600;4
18.850;5
19.090;6
19.350;1
19.610;2
19.860;3
20.090;4
20.340;5
20.590;6
20.840;1
21.100;2
21.350;3
21.580;4
21.840;5
22.090;6
22.330;1
22.590;2
22.830;3
23.070;4
23.320;5
23.570;6
23.820;1
24.080;2
24.330;3
24.560;4
24.800;5
25.050;6
25.300;1
25.550;2
25.800;3
26.030;4
26.270;5
26.530;6
26.770;1
27.030;2
27.280;3
27.510;4
27.760;5
28.010;6
28.250;1
28.510;2
28.770;3
29.000;4
29.250;5
29.510;6
29.760;1
30.020;2
30.270;3
30.520;4
30.770;5
31.020;6
31.280;1
31.530;2
31.780;3
32.030;4
32.290;5
32.540;6
32.790;1
33.050;2
33.300;3
33.530;4
33.780;5
34.020;6
34.270;1
34.530;2
34.780;3
35.020;4
35.280;5
35.530;6
35.780;1
36.030;2
36.270;3
36.490;4
36.730;5
36.970;6
37.210;1
37.460;2
37.700;3
37.940;4
38.190;5
38.430;6
38.670;1
38.930;2
39.180;3
39.420;4
39.670;5
39.920;6
40.170;1
40.420;2
40.670;3
40.900;4
41.140;5
41.380;6
41.630;1
41.890;2
42.140;3
42.370;4
42.610;5
42.850;6
43.110;1
43.380;2
43.650;3
43.910;1
44.170;2
44.430;3
44.660;4
44.900;5
45.140;6
45.390;7
45.630;8
45.860;9
46.090;1
46.330;2
46.580;3
46.820;4
47.070;5
47.310;6
47.540;7
47.760;8
47.980;9
48.220;1
48.500;2
48.750;3
49.000;4
49.240;5
49.480;6
49.740;7
50.010;8
50.260;9
50.510;1
50.760;2
51.030;3
51.280;4
51.540;5
51.790;6
52.040;7
52.300;8
52.560;9
52.810;1
53.070;2
53.310;3
53.560;4
53.790;5
54.050;6
54.310;1
54.570;2
54.810;3
55.050;4
55.280;5
55.540;6
55.790;1
56.080;2
56.320;3
56.600;1
56.860;2
57.120;3
57.340;4
57.600;5
57.840;6
58.070;7
58.310;8
58.540;9
58.810;1
59.080;2
59.330;3
59.570;4
59.800;5
60.060;6
60.300;7
60.520;8
60.760;9
61.000;1
61.300;2
61.550;3
61.790;4
62.030;5
62.270;6
62.520;7
62.760;8
63.010;9
63.280;1
63.540;2
63.790;3
64.040;4
64.280;5
64.530;6
64.770;7
65.040;8
65.310;9
65.590;1
65.860;2
66.100;3
66.330;4
66.580;5
66.840;6
67.070;1
67.340;2
67.610;3
67.860;4
68.110;5
68.370;6
68.630;1
68.900;2
69.160;3
69.410;4
69.670;5
69.930;6
70.190;1
70.450;2
70.700;3
70.940;4
71.190;5
71.440;6
71.700;1
71.960;2
72.200;3
72.440;4
72.690;5
72.930;6
73.180;1
73.440;2
73.690;3
73.920;4
74.160;5
74.400;6
74.660;1
74.920;2
75.180;3
75.440;4
75.700;5
75.960;6
76.210;1
76.460;2
76.710;3
76.960;4
77.210;5
77.460;6
77.720;1
77.960;2
78.220;3
78.470;4
78.730;5
78.980;6
79.220;1
79.480;2
79.740;3
79.980;4
80.240;5
80.500;6
80.770;1
81.040;2
81.310;3
81.570;4
81.830;5
82.090;6
82.370;1
82.630;2
82.890;3
83.150;4
83.410;5
83.670;6
83.940;1
84.200;2
84.460;3
84.700;4
84.950;5
85.200;6
85.460;1
85.720;2
85.980;3
86.220;4
86.480;5
86.720;6
86.990;1
87.250;2
87.510;3
87.750;4
88.010;5
88.250;6
88.520;1
88.780;2
89.030;3
89.280;4
89.540;5
89.790;6
90.050;1
90.300;2
90.540;3
90.770;4
91.010;5
91.250;6
91.490;1
91.750;2
91.990;3
92.240;4
92.490;5
92.740;6
92.990;1
93.240;2
93.490;3
93.730;4
93.970;5
94.220;6
94.470;1
94.720;2
94.960;3
95.190;4
95.430;5
95.670;6
95.920;1
96.170;2
96.420;3
96.660;4
96.900;5
97.150;6
97.400;1
97.660;2
97.910;3
98.160;4
98.410;5
98.660;6
98.920;1
99.170;2
99.420;3
99.660;4
99.910;5
100.150;6
100.410;1
100.670;2
100.920;3
101.140;4
101.380;5
101.620;6
101.870;1
102.120;2
102.360;3
102.610;4
102.860;5
103.110;6
103.350;1
103.600;2
103.840;3
104.070;4
104.320;5
104.560;6
104.800;1
105.070;2
105.310;3
105.550;4
105.800;5
106.060;6
106.310;1
106.560;2
106.810;3
107.050;4
107.300;5
107.550;6
107.800;1
108.060;2
108.310;3
108.550;4
108.800;5
109.040;6
109.300;1
109.590;2
109.860;3
110.120;4
110.380;5
110.640;6
113.640;1
114.700;2
115.870;3
117.050;1
117.820;2
118.600;3
119.460;1
120.330;2
121.210;3
122.240;1
123.360;2
124.390;3
125.620;1
126.200;2
126.760;3
127.320;1
127.860;2
128.430;3
128.970;1
129.490;2
130.070;3
130.650;1
131.150;2
131.700;3
132.330;1
132.880;2
133.840;3
134.810;1
135.690;2
136.580;3
137.390;1
138.030;2
138.960;3
140.090;1
140.700;2
141.260;3
141.830;1
142.330;2
142.860;3
143.420;1
143.920;2
144.450;3
145.000;1
145.530;2
146.540;3
147.560;1
148.420;2
149.280;3
150.100;1
150.910;2
151.670;3
152.760;1
153.630;2
154.510;3
155.830;1
156.370;2
156.940;3
157.490;1
158.020;2
158.560;3
159.130;1
159.620;2
160.400;3
161.190;1
162.080;2
162.840;3
163.590;1
164.420;2
165.170;3
165.700;1
166.050;2
166.460;3
166.870;1
168.180;2
169.430;3
170.490;1
171.610;2
172.730;3
173.850;1
174.440;2
174.960;3
175.500;1
176.020;2
176.550;3
177.100;1
177.610;2
178.140;3
178.690;1
179.200;2
179.740;3
180.280;1
180.810;2
181.360;3
181.880;1
182.430;2
182.970;3
183.540;1
184.060;2
184.570;3
185.110;1
185.600;2
186.110;3
186.660;1
187.150;2
187.640;3
188.240;1
189.060;2
189.850;3
190.620;1
191.380;2
192.110;3
192.820;1
193.550;2
194.280;3
194.980;1
195.700;2
196.400;3
197.110;1
197.830;2
198.570;3
199.220;1
199.840;2
200.360;3
200.870;1
201.380;2
201.920;3
202.420;1
202.970;2
203.520;3
204.030;1
204.540;2
205.360;3
206.180;1
207.030;2
207.830;3
208.600;1
209.390;2
210.160;3
210.930;1
211.690;2
