t;beat
0.010;1
0.305;2
0.600;3
0.900;4
1.200;1
1.490;2
1.780;3
2.070;4
2.360;1
2.635;2
2.910;3
3.185;4
3.460;1
3.745;2
4.030;3
4.315;4
4.600;1
4.895;2
5.190;3
5.470;4
5.750;1
6.060;2
6.370;3
6.660;4
6.950;1
7.235;2
7.520;3
7.810;4
8.100;1
8.385;2
8.670;3
8.955;4
9.240;1
9.515;2
9.790;3
10.065;4
10.340;1
10.625;2
10.910;3
11.195;4
11.480;1
11.760;2
12.040;3
12.320;4
12.600;1
12.875;2
13.150;3
13.425;4
13.700;1
13.980;2
14.260;3
14.540;4
14.820;1
15.110;2
15.400;3
15.695;4
15.990;1
16.260;2
16.530;3
16.800;4
17.070;1
17.360;2
17.650;3
17.920;4
18.190;1
18.460;2
18.730;3
19.015;4
19.300;1
19.580;2
19.860;3
20.145;4
20.430;1
20.710;2
20.990;3
21.275;4
21.560;1
21.835;2
22.110;3
22.385;4
22.660;1
22.950;2
23.240;3
23.535;4
23.830;1
24.105;2
24.380;3
24.660;4
24.940;1
25.210;2
25.480;3
25.765;4
26.050;1
26.320;2
26.590;3
26.850;4
27.110;1
27.380;2
27.650;3
27.930;4
28.210;1
28.490;2
28.770;3
29.055;4
29.340;1
29.625;2
29.910;3
30.195;4
30.480;1
30.750;2
31.020;3
31.295;4
31.570;1
31.865;2
32.160;3
32.460;4
32.760;1
33.035;2
33.310;3
33.590;4
33.870;1
34.155;2
34.440;3
34.725;4
35.010;1
35.280;2
35.550;3
35.825;4
36.100;1
36.385;2
36.670;3
36.955;4
37.240;1
37.520;2
37.800;3
38.085;4
38.370;1
38.650;2
38.930;3
39.210;4
39.490;1
39.760;2
40.030;3
40.300;4
40.570;1
40.850;2
41.130;3
41.410;4
41.690;1
41.970;2
42.250;3
42.535;4
42.820;1
43.100;2
43.380;3
43.665;4
43.950;1
44.230;2
44.510;3
44.795;4
45.080;1
45.350;2
45.620;3
45.895;4
46.170;1
46.450;2
46.730;3
47.015;4
47.300;1
47.580;2
47.860;3
48.140;4
48.420;1
48.695;2
48.970;3
49.245;4
49.520;1
49.800;2
50.080;3
50.360;4
50.640;1
50.915;2
51.190;3
51.470;4
51.750;1
52.030;2
52.310;3
52.595;4
52.880;1
53.160;2
53.440;3
53.720;4
54.000;1
54.280;2
54.560;3
54.840;4
55.120;1
55.400;2
55.680;3
55.960;4
56.240;1
56.525;2
56.810;3
57.095;4
57.380;1
57.650;2
57.920;3
58.190;4
58.460;1
58.755;2
59.050;3
59.345;4
59.640;1
59.900;2
60.160;3
60.425;4
60.690;1
60.980;2
61.270;3
61.560;4
61.850;1
62.125;2
62.400;3
62.680;4
62.960;1
63.225;2
63.490;3
63.760;4
64.030;1
64.315;2
64.600;3
64.885;4
65.170;1
65.440;2
65.710;3
65.985;4
66.260;1
66.545;2
66.830;3
67.115;4
67.400;1
67.680;2
67.960;3
68.240;4
68.520;1
68.805;2
69.090;3
69.375;4
69.660;1
69.925;2
70.190;3
70.455;4
70.720;1
71.010;2
71.300;3
71.590;4
71.880;1
72.170;2
72.460;3
72.735;4
73.010;1
73.285;2
73.560;3
73.840;4
74.120;1
74.400;2
74.680;3
74.965;4
75.250;1
75.525;2
75.800;3
76.075;4
76.350;1
76.635;2
76.920;3
77.210;4
77.500;1
77.770;2
78.040;3
78.310;4
78.580;1
78.855;2
79.130;3
79.405;4
79.680;1
79.965;2
80.250;3
80.540;4
80.830;1
81.110;2
81.390;3
81.675;4
81.960;1
82.235;2
82.510;3
82.785;4
83.060;1
83.335;2
83.610;3
83.890;4
84.170;1
84.450;2
84.730;3
85.010;4
85.290;1
85.565;2
85.840;3
86.115;4
86.390;1
86.670;2
86.950;3
87.235;4
87.520;1
87.800;2
88.080;3
88.360;4
88.640;1
88.915;2
89.190;3
89.470;4
89.750;1
90.020;2
90.290;3
90.565;4
90.840;1
91.125;2
91.410;3
91.700;4
91.990;1
92.265;2
92.540;3
92.815;4
93.090;1
93.375;2
93.660;3
93.945;4
94.230;1
94.500;2
94.770;3
95.040;4
95.310;1
95.590;2
95.870;3
96.155;4
96.440;1
96.710;2
96.980;3
97.250;4
97.520;1
97.795;2
98.070;3
98.350;4
98.630;1
98.900;2
99.170;3
99.440;4
99.710;1
99.980;2
100.250;3
100.525;4
100.800;1
101.080;2
101.360;3
101.640;4
101.920;1
102.190;2
102.460;3
102.735;4
103.010;1
103.300;2
103.590;3
103.880;4
104.170;1
104.445;2
104.720;3
105.000;4
105.280;1
105.545;2
105.810;3
106.075;4
106.340;1
106.625;2
106.910;3
107.195;4
107.480;1
107.755;2
108.030;3
108.305;4
108.580;1
108.850;2
109.120;3
109.390;4
109.660;1
109.935;2
110.210;3
110.490;4
110.770;1
111.040;2
111.310;3
111.585;4
111.860;1
112.145;2
112.430;3
112.720;4
113.010;1
113.280;2
113.550;3
113.820;4
114.090;1
114.365;2
114.640;3
114.915;4
115.190;1
115.470;2
115.750;3
116.030;4
116.310;1
116.590;2
116.870;3
117.150;4
117.430;1
117.715;2
118.000;3
118.290;4
118.580;1
118.850;2
119.120;3
119.395;4
119.670;1
119.950;2
120.230;3
120.515;4
120.800;1
121.080;2
121.360;3
121.645;4
121.930;1
122.205;2
122.480;3
122.755;4
123.030;1
123.295;2
123.560;3
123.825;4
124.090;1
124.360;2
124.630;3
124.905;4
125.180;1
125.450;2
125.720;3
125.995;4
126.270;1
126.550;2
126.830;3
127.110;4
127.390;1
127.665;2
127.940;3
128.220;4
128.500;1
128.775;2
129.050;3
129.325;4
129.600;1
129.870;2
130.140;3
130.410;4
130.680;1
130.960;2
131.240;3
131.520;4
131.800;1
132.075;2
132.350;3
132.625;4
132.900;1
133.170;2
133.440;3
133.710;4
133.980;1
134.260;2
134.540;3
134.820;4
135.100;1
135.370;2
135.640;3
135.915;4
136.190;1
136.465;2
136.740;3
137.015;4
137.290;1
137.565;2
137.840;3
138.100;4
138.360;1
138.655;2
138.950;3
139.220;4
139.490;1
139.760;2
140.030;3
140.305;4
140.580;1
140.855;2
141.130;3
141.405;4
141.680;1
141.955;2
142.230;3
142.505;4
142.780;1
143.055;2
143.330;3
143.610;4
143.890;1
144.160;2
144.430;3
144.700;4
144.970;1
145.245;2
145.520;3
145.795;4
146.070;1
146.345;2
146.620;3
146.895;4
147.170;1
147.445;2
147.720;3
148.000;4
148.280;1
148.565;2
148.850;3
149.140;4
149.430;1
149.695;2
149.960;3
150.230;4
150.500;1
150.790;2
151.080;3
151.375;4
151.670;1
151.940;2
152.210;3
152.485;4
152.760;1
153.030;2
153.300;3
153.575;4
153.850;1
154.125;2
154.400;3
154.680;4
154.960;1
155.230;2
155.500;3
155.775;4
156.050;1
156.320;2
156.590;3
156.865;4
157.140;1
157.415;2
157.690;3
157.970;4
158.250;1
158.520;2
158.790;3
159.065;4
159.340;1
159.625;2
159.910;3
160.200;4
160.490;1
160.765;2
161.040;3
161.315;4
161.590;1
161.855;2
162.120;3
162.390;4
162.660;1
162.935;2
163.210;3
163.485;4
163.760;1
164.045;2
164.330;3
164.615;4
164.900;1
165.180;2
165.460;3
165.740;4
166.020;1
166.290;2
166.560;3
166.835;4
167.110;1
167.390;2
167.670;3
167.955;4
168.240;1
168.510;2
168.780;3
169.055;4
169.330;1
169.600;2
169.870;3
170.140;4
170.410;1
170.695;2
170.980;3
171.265;4
171.550;1
171.825;2
172.100;3
172.380;4
172.660;1
172.930;2
173.200;3
173.470;4
173.740;1
174.025;2
174.310;3
174.595;4
174.880;1
175.155;2
175.430;3
175.710;4
175.990;1
176.285;2
176.580;3
176.880;4
177.180;1
177.455;2
177.730;3
177.990;4
178.250;1
178.535;2
178.820;3
179.100;4
179.380;1
179.660;2
179.940;3
180.215;4
180.490;1
180.770;2
181.050;3
181.330;4
181.610;1
181.890;2
182.170;3
182.450;4
182.730;1
183.005;2
183.280;3
183.555;4
183.830;1
184.100;2
184.370;3
184.645;4
184.920;1
185.205;2
185.490;3
185.760;4
186.030;1
186.310;2
186.590;3
186.875;4
187.160;1
187.440;2
187.720;3
188.000;4
188.280;1
188.560;2
188.840;3
189.120;4
189.400;1
189.675;2
189.950;3
190.230;4
190.510;1
190.790;2
191.070;3
191.350;4
191.630;1
