t;beat
0.090;1
0.380;2
0.670;3
0.965;4
1.260;1
1.550;2
1.840;3
2.135;4
2.430;1
2.720;2
3.010;3
3.305;4
3.600;1
3.890;2
4.180;3
4.475;4
4.770;1
5.065;2
5.360;3
5.645;4
5.930;1
6.235;2
6.540;3
6.840;4
7.140;1
7.430;2
7.720;3
7.990;4
8.260;1
8.570;2
8.880;3
9.170;4
9.460;1
9.750;2
10.040;3
10.335;4
10.630;1
10.925;2
11.220;3
11.515;4
11.810;1
12.105;2
12.400;3
12.695;4
12.990;1
13.285;2
13.580;3
13.875;4
14.170;1
14.455;2
14.740;3
15.035;4
15.330;1
15.625;2
15.920;3
16.220;4
16.520;1
16.805;2
17.090;3
17.375;4
17.660;1
17.945;2
18.230;3
18.535;4
18.840;1
19.135;2
19.430;3
19.730;4
20.030;1
20.325;2
20.620;3
20.920;4
21.220;1
21.510;2
21.800;3
22.090;4
22.380;1
22.670;2
22.960;3
23.255;4
23.550;1
23.840;2
24.130;3
24.425;4
24.720;1
25.005;2
25.290;3
25.580;4
25.870;1
26.160;2
26.450;3
26.760;4
27.070;1
27.360;2
27.650;3
27.950;4
28.250;1
28.550;2
28.850;3
29.150;4
29.450;1
29.750;2
30.050;3
30.355;4
30.660;1
30.955;2
31.250;3
31.545;4
31.840;1
32.135;2
32.430;3
32.725;4
33.020;1
33.315;2
33.610;3
33.910;4
34.210;1
34.510;2
34.810;3
35.115;4
35.420;1
35.710;2
36.000;3
36.305;4
36.610;1
36.895;2
37.180;3
37.470;4
37.760;1
38.065;2
38.370;3
38.660;4
38.950;1
39.240;2
39.530;3
39.820;4
40.110;1
40.400;2
40.690;3
40.985;4
41.280;1
41.565;2
41.850;3
42.140;4
42.430;1
42.720;2
43.010;3
43.305;4
43.600;1
43.890;2
44.180;3
44.470;4
44.760;1
45.050;2
45.340;3
45.655;4
45.970;1
46.255;2
46.540;3
46.830;4
47.120;1
47.410;2
47.700;3
47.990;4
48.280;1
48.570;2
48.860;3
49.145;4
49.430;1
49.740;2
50.050;3
50.360;4
50.670;1
50.970;2
51.270;3
51.570;4
51.870;1
52.165;2
52.460;3
52.755;4
53.050;1
53.325;2
53.600;3
53.875;4
54.150;1
54.460;2
54.770;3
55.070;4
55.370;1
55.665;2
55.960;3
56.260;4
56.560;1
56.845;2
57.130;3
57.420;4
57.710;1
58.010;2
58.310;3
58.610;4
58.910;1
59.210;2
59.510;3
59.810;4
60.110;1
60.400;2
60.690;3
60.980;4
61.270;1
61.565;2
61.860;3
62.155;4
62.450;1
62.745;2
63.040;3
63.335;4
63.630;1
63.915;2
64.200;3
64.485;4
64.770;1
65.075;2
65.380;3
65.685;4
65.990;1
66.290;2
66.590;3
66.890;4
67.190;1
67.485;2
67.780;3
68.080;4
68.380;1
68.675;2
68.970;3
69.265;4
69.560;1
69.845;2
70.130;3
70.415;4
70.700;1
71.005;2
71.310;3
71.615;4
71.920;1
72.220;2
72.520;3
72.820;4
73.120;1
73.395;2
73.670;3
73.945;4
74.220;1
74.515;2
74.810;3
75.105;4
75.400;1
75.685;2
75.970;3
76.260;4
76.550;1
76.835;2
77.120;3
77.410;4
77.700;1
78.010;2
78.320;3
78.630;4
78.940;1
79.235;2
79.530;3
79.830;4
80.130;1
80.425;2
80.720;3
81.020;4
81.320;1
81.610;2
