t;beat
0.070;1
0.650;2
1.260;3
1.790;1
2.330;2
2.850;3
3.390;1
3.950;2
4.500;3
5.040;1
5.580;2
6.120;3
6.680;1
7.240;2
7.790;3
8.330;1
8.860;2
9.420;3
9.960;1
10.500;2
11.060;3
11.600;1
12.140;2
12.690;3
13.230;1
13.780;2
14.350;3
14.870;1
15.520;2
16.110;3
16.710;1
17.310;2
17.890;3
18.430;1
19.000;2
19.570;3
20.140;1
20.690;2
21.250;3
21.770;1
22.320;2
22.880;3
23.430;1
24.010;2
24.540;3
25.120;1
25.680;2
26.240;3
26.760;1
27.320;2
27.870;3
28.410;1
28.970;2
29.530;3
30.060;1
30.600;2
31.140;3
31.700;1
32.230;2
32.820;3
33.350;1
33.880;2
34.430;3
34.940;1
35.490;2
36.070;3
36.610;1
37.130;2
37.700;3
38.210;1
38.760;2
39.310;3
39.880;1
40.440;2
40.980;3
41.550;1
42.070;2
42.620;3
43.200;1
43.800;2
44.400;3
44.960;1
45.490;2
46.020;3
46.580;1
47.090;2
47.730;3
48.260;1
48.800;2
49.340;3
49.900;1
50.450;2
51.000;3
51.550;1
52.090;2
52.640;3
53.210;1
53.790;2
54.340;3
54.880;1
55.470;2
56.080;3
56.640;1
57.250;2
57.810;3
58.360;1
58.910;2
59.460;3
60.020;1
60.610;2
61.180;3
61.770;1
62.380;2
62.990;3
63.690;1
64.460;2
65.330;3
66.140;1
66.690;2
67.260;3
67.830;1
68.380;2
68.940;3
69.490;1
70.030;2
70.580;3
71.130;1
71.680;2
72.240;3
72.760;1
73.290;2
73.850;3
74.380;1
74.900;2
75.440;3
75.990;1
76.520;2
77.070;3
77.620;1
78.140;2
78.690;3
79.210;1
79.770;2
80.310;3
80.890;1
81.400;2
81.890;3
82.460;1
82.990;2
83.480;3
84.040;1
84.570;2
85.070;3
85.630;1
86.140;2
86.610;3
87.170;1
87.750;2
88.250;3
88.750;1
89.290;2
89.830;3
90.370;1
90.920;2
91.470;3
92.040;1
92.570;2
93.140;3
93.700;1
94.250;2
94.800;3
95.340;1
95.890;2
96.410;3
96.950;1
97.490;2
98.050;3
98.560;1
99.080;2
99.670;3
100.200;1
100.730;2
101.270;3
101.840;1
102.390;2
102.950;3
103.470;1
104.050;2
104.590;3
105.150;1
105.670;2
106.240;3
106.780;1
107.320;2
107.880;3
108.490;1
109.030;2
109.560;3
110.130;1
110.690;2
111.210;3
111.760;1
112.320;2
112.830;3
113.390;1
113.930;2
114.470;3
115.020;1
115.570;2
116.130;3
116.690;1
117.240;2
117.760;3
118.380;1
119.000;2
119.620;3
120.290;1
121.070;2
122.000;3
124.010;1
124.790;2
125.520;3
126.250;1
126.820;2
127.420;3
127.950;1
128.500;2
129.020;3
129.580;1
130.130;2
130.670;3
131.210;1
131.750;2
132.290;3
132.850;1
133.400;2
133.960;3
134.500;1
135.050;2
135.580;3
136.120;1
136.670;2
137.230;3
137.780;1
138.310;2
138.860;3
139.390;1
139.960;2
140.530;3
141.050;1
141.650;2
142.240;3
142.850;1
143.460;2
144.040;3
144.600;1
145.170;2
145.740;3
146.300;1
146.860;2
147.410;3
147.930;1
148.480;2
149.040;3
149.580;1
150.170;2
150.710;3
151.290;1
151.850;2
152.390;3
152.940;1
153.490;2
154.040;3
154.590;1
155.130;2
155.700;3
156.240;1
156.770;2
157.320;3
157.870;1
158.430;2
158.980;3
159.530;1
160.040;2
160.590;3
161.120;1
161.660;2
162.240;3
162.780;1
163.300;2
163.860;3
164.380;1
164.930;2
165.480;3
166.050;1
166.620;2
167.150;3
167.740;1
168.240;2
168.780;3
169.380;1
169.950;2
170.580;3
171.100;1
171.640;2
172.170;3
172.690;1
173.230;2
173.820;3
174.380;1
174.910;2
175.460;3
176.020;1
176.580;2
177.130;3
177.670;1
178.200;2
178.750;3
179.300;1
179.860;2
180.420;3
180.970;1
181.550;2
182.180;3
182.770;1
183.330;2
183.900;3
184.460;1
185.010;2
185.560;3
186.120;1
186.670;2
187.310;3
187.950;1
188.660;2
189.610;3
191.280;1
192.690;2
194.120;3
