t;beat
0.060;1
0.670;2
1.280;1
1.890;2
2.520;1
3.110;2
3.710;1
4.350;2
4.990;1
5.570;2
6.150;1
6.750;2
7.350;1
7.940;2
8.530;1
9.110;2
9.700;1
10.280;2
10.860;1
11.450;2
12.050;1
12.660;2
13.270;1
13.870;2
14.500;1
15.070;2
15.650;1
16.250;2
16.850;1
17.440;2
18.030;1
18.610;2
19.200;1
19.800;2
20.410;1
21.020;2
21.630;1
22.230;2
22.840;1
23.450;2
24.060;1
24.640;2
25.230;1
25.820;2
26.410;1
27.000;2
27.590;1
28.170;2
28.790;1
29.380;2
29.970;1
30.600;2
31.230;1
31.800;2
32.370;1
32.950;2
33.530;1
34.120;2
34.720;1
35.270;2
35.940;1
36.510;2
37.090;1
37.670;2
38.260;1
38.850;2
39.440;1
40.020;2
40.610;1
41.230;2
41.850;1
42.460;2
43.080;1
43.640;2
44.210;1
44.790;2
45.380;1
45.960;2
46.550;1
47.150;2
47.750;1
48.350;2
48.960;1
49.540;2
50.130;1
50.750;2
51.370;1
51.960;2
52.580;1
53.170;2
53.770;1
54.360;2
54.960;1
55.550;2
56.150;1
56.730;2
57.320;1
57.910;2
58.510;1
59.130;2
59.760;1
60.350;2
60.950;1
61.540;2
62.140;1
62.750;2
63.360;1
63.940;2
64.520;1
65.110;2
65.700;1
66.310;2
66.920;1
67.510;2
68.100;1
68.690;2
69.280;1
69.850;2
70.430;1
71.010;2
71.600;1
72.170;2
72.740;1
73.340;2
73.940;1
74.540;2
75.140;1
75.730;2
76.330;1
76.920;2
77.510;1
78.090;2
78.680;1
79.260;2
79.850;1
80.440;2
81.040;1
81.610;2
82.180;1
82.780;2
83.390;1
83.970;2
84.560;1
85.170;2
85.780;1
86.370;2
86.960;1
87.540;2
88.130;1
88.720;2
89.310;1
89.890;2
90.480;1
91.050;2
91.630;1
92.220;2
92.820;1
93.410;2
94.010;1
94.610;2
95.210;1
95.800;2
96.390;1
96.980;2
97.570;1
98.140;2
98.720;1
99.310;2
99.910;1
100.480;2
101.060;1
101.650;2
102.240;1
102.840;2
103.440;1
104.030;2
104.630;1
105.210;2
105.790;1
106.370;2
106.960;1
107.540;2
108.130;1
108.730;2
109.330;1
109.890;2
110.460;1
111.040;2
111.630;1
112.220;2
112.820;1
113.420;2
114.020;1
114.610;2
115.210;1
115.800;2
116.390;1
116.970;2
117.550;1
118.150;2
118.750;1
119.320;2
119.890;1
120.490;2
121.090;1
121.680;2
122.280;1
122.880;2
123.480;1
124.100;2
124.710;1
125.320;2
125.940;1
126.540;2
127.140;1
127.750;2
128.360;1
128.940;2
129.520;1
130.110;2
130.710;1
131.290;2
131.870;1
132.460;2
133.050;1
133.640;2
134.230;1
134.820;2
135.420;1
136.030;2
136.650;1
137.230;2
137.850;1
138.450;2
139.040;1
139.640;2
140.250;1
140.840;2
141.430;1
142.020;2
142.610;1
143.220;2
143.830;1
144.440;2
145.050;1
145.660;2
146.290;1
147.040;2
