t;beat
0.000;1
0.510;2
1.100;3
1.650;1
2.180;2
2.710;3
3.360;1
3.850;2
4.290;3
4.760;1
5.330;2
6.050;3
6.880;1
7.540;2
8.040;3
8.550;1
9.160;2
9.770;3
12.010;1
12.650;2
13.160;3
13.640;1
14.120;2
14.630;3
15.130;1
15.690;2
16.320;3
17.030;1
17.870;2
18.710;3
19.450;1
20.130;2
20.810;3
21.500;1
22.110;2
22.720;3
23.320;1
23.960;2
24.560;3
25.150;1
25.730;2
26.320;3
26.900;1
27.440;2
28.060;3
28.650;1
29.210;2
29.770;3
30.380;1
30.970;2
31.500;3
32.030;1
32.650;2
33.300;3
33.870;1
34.450;2
34.990;3
35.500;1
36.120;2
36.670;3
37.210;1
37.780;2
38.370;3
38.910;1
39.410;2
39.940;3
40.540;1
41.020;2
41.610;3
42.230;1
42.880;2
43.380;3
43.850;1
44.400;2
44.980;3
45.550;1
46.180;2
46.890;3
47.840;1
48.910;2
50.180;3
51.370;1
52.030;2
52.660;3
53.320;1
53.860;2
54.480;3
55.090;1
55.630;2
56.280;3
56.820;1
57.450;2
58.010;3
58.610;1
59.110;2
59.720;3
60.320;1
60.960;2
61.530;3
62.320;1
62.960;2
63.740;3
64.680;1
65.860;2
67.110;3
68.390;1
69.130;2
69.750;3
70.420;1
70.890;2
71.530;3
72.130;1
72.650;2
73.250;3
73.810;1
74.420;2
74.960;3
75.590;1
76.100;2
76.730;3
77.290;1
77.980;2
80.250;3
82.520;1
83.390;2
84.260;3
85.270;1
85.880;2
86.360;3
87.030;1
87.560;2
88.140;3
88.750;1
89.340;2
89.940;3
90.550;1
91.110;2
91.710;3
92.370;1
92.880;2
93.430;3
94.010;1
94.600;2
95.150;3
95.790;1
96.440;2
96.940;3
97.570;1
98.150;2
98.740;3
99.580;1
100.090;2
100.660;3
101.230;1
101.780;2
102.460;3
102.990;1
103.580;2
104.220;3
104.800;1
105.380;2
105.970;3
106.660;1
107.190;2
107.860;3
108.340;1
108.950;2
109.590;3
110.140;1
110.740;2
111.310;3
111.940;1
112.710;2
113.340;3
114.360;1
115.600;2
116.950;3
118.330;1
118.980;2
119.610;3
120.270;1
120.790;2
121.440;3
121.980;1
122.500;2
123.040;3
123.700;1
124.300;2
124.850;3
125.420;1
125.960;2
126.540;3
127.140;1
127.860;2
128.580;3
129.330;1
130.100;2
130.960;3
131.930;1
133.690;2
135.040;3
136.290;1
137.030;2
137.750;3
138.410;1
139.010;2
139.720;3
140.370;1
140.860;2
141.440;3
142.010;1
142.630;2
143.200;3
143.780;1
144.350;2
144.940;3
145.600;1
146.400;2
148.630;3
150.860;1
151.700;2
152.540;3
153.510;1
154.010;2
154.560;3
155.050;1
155.550;2
156.120;3
156.590;1
157.130;2
157.700;3
158.210;1
158.720;2
159.260;3
159.750;1
160.270;2
160.840;3
161.370;1
161.900;2
162.470;3
162.980;1
163.480;2
164.010;3
164.580;1
165.110;2
165.720;3
166.220;1
166.790;2
167.370;3
167.840;1
168.350;2
168.920;3
169.430;1
169.940;2
170.490;3
170.980;1
171.480;2
172.060;3
172.550;1
173.060;2
173.560;3
174.010;1
174.580;2
175.100;3
175.560;1
176.080;2
176.620;3
177.130;1
177.730;2
178.430;3
179.370;1
180.790;2
182.130;3
183.390;1
184.050;2
184.630;3
185.300;1
185.800;2
186.430;3
187.010;1
187.520;2
188.130;3
188.740;1
189.380;2
189.920;3
190.550;1
191.150;2
191.860;3
192.810;1
193.860;2
196.910;3
199.960;1
200.920;2
202.180;3
