t;beat
0.060;3
0.485;4
0.910;1
1.340;2
1.770;3
2.195;4
2.620;1
3.050;2
3.480;3
3.910;4
4.340;1
4.770;2
5.200;3
5.630;4
6.060;1
6.490;2
6.920;3
7.340;4
7.760;1
8.185;2
8.610;3
9.030;4
9.450;1
9.875;2
10.300;3
10.715;4
11.130;1
11.550;2
11.970;3
12.385;4
12.800;1
13.220;2
13.640;3
14.035;4
14.430;1
14.830;2
15.230;3
15.630;4
16.030;1
16.430;2
16.830;3
17.250;4
17.670;1
18.095;2
18.520;3
18.945;4
19.370;1
19.795;2
20.220;3
20.635;4
21.050;1
21.465;2
21.880;3
22.295;4
22.710;1
23.125;2
23.540;3
23.955;4
24.370;1
24.790;2
25.210;3
25.630;4
26.050;1
26.470;2
26.890;3
27.310;4
27.730;1
28.150;2
28.570;3
28.990;4
29.410;1
29.830;2
30.250;3
30.670;4
31.090;1
31.510;2
31.930;3
32.350;4
32.770;1
33.195;2
33.620;3
34.025;4
34.430;1
34.835;2
35.240;3
35.645;4
36.050;1
36.455;2
36.860;3
37.275;4
37.690;1
38.105;2
38.520;3
38.935;4
39.350;1
39.770;2
40.190;3
40.590;4
40.990;1
41.415;2
41.840;3
42.265;4
42.690;1
43.100;2
43.510;3
43.920;4
44.330;1
44.740;2
45.150;3
45.565;4
45.980;1
46.390;2
46.800;3
47.210;4
47.620;1
48.025;2
48.430;3
48.835;4
49.240;1
49.650;2
50.060;3
50.455;4
50.850;1
51.265;2
51.680;3
52.095;4
52.510;1
52.900;2
53.290;3
53.685;4
54.080;1
54.475;2
54.870;3
55.265;4
55.660;1
56.065;2
56.470;3
56.880;4
57.290;1
57.695;2
58.100;3
58.510;4
58.920;1
59.330;2
59.740;3
60.155;4
60.570;1
60.985;2
61.400;3
61.815;4
62.230;1
62.635;2
63.040;3
63.445;4
63.850;1
64.255;2
64.660;3
65.070;4
65.480;1
65.885;2
66.290;3
66.700;4
67.110;1
67.515;2
67.920;3
68.330;4
68.740;1
69.160;2
69.580;3
70.005;4
70.430;1
70.840;2
71.250;3
71.665;4
72.080;1
72.465;2
72.850;3
73.245;4
73.640;1
74.045;2
74.450;3
74.860;4
75.270;1
75.705;2
76.140;3
76.565;4
76.990;1
77.385;2
77.780;3
78.175;4
78.570;1
78.965;2
79.360;3
79.760;4
80.160;1
80.555;2
80.950;3
81.350;4
81.750;1
82.160;2
82.570;3
82.985;4
83.400;1
83.810;2
84.220;3
84.630;4
85.040;1
85.440;2
85.840;3
86.240;4
86.640;1
87.040;2
87.440;3
87.835;4
88.230;1
88.635;2
89.040;3
89.445;4
89.850;1
90.240;2
90.630;3
91.020;4
91.410;1
91.815;2
92.220;3
92.630;4
93.040;1
93.435;2
93.830;3
94.230;4
94.630;1
95.035;2
95.440;3
95.815;4
96.190;1
96.600;2
97.010;3
97.410;4
97.810;1
98.225;2
98.640;3
99.055;4
99.470;1
99.870;2
100.270;3
100.670;4
101.070;1
101.470;2
101.870;3
102.265;4
102.660;1
103.055;2
103.450;3
103.850;4
104.250;1
104.650;2
105.050;3
105.455;4
105.860;1
106.265;2
106.670;3
107.075;4
107.480;1
107.890;2
108.300;3
108.710;4
109.120;1
109.515;2
109.910;3
110.310;4
110.710;1
111.130;2
111.550;3
111.955;4
112.360;1
112.760;2
113.160;3
113.555;4
113.950;1
114.360;2
114.770;3
115.185;4
115.600;1
116.005;2
116.410;3
116.815;4
117.220;1
117.620;2
118.020;3
118.425;4
118.830;1
119.240;2
119.650;3
120.055;4
120.460;1
120.865;2
121.270;3
121.680;4
122.090;1
122.500;2
122.910;3
123.310;4
123.710;1
124.110;2
124.510;3
124.905;4
125.300;1
125.705;2
126.110;3
126.525;4
126.940;1
127.340;2
127.740;3
128.140;4
128.540;1
128.945;2
129.350;3
129.750;4
130.150;1
130.555;2
130.960;3
131.365;4
131.770;1
132.185;2
132.600;3
132.985;4
133.370;1
133.785;2
134.200;3
134.620;4
135.040;1
135.455;2
135.870;3
136.285;4
136.700;1
137.110;2
137.520;3
137.930;4
138.340;1
138.755;2
139.170;3
139.570;4
139.970;1
140.370;2
140.770;3
141.170;4
141.570;1
141.975;2
142.380;3
142.785;4
143.190;1
143.585;2
143.980;3
144.380;4
144.780;1
145.185;2
145.590;3
145.995;4
146.400;1
146.785;2
147.170;3
147.560;4
147.950;1
148.350;2
148.750;3
149.145;4
149.540;1
149.935;2
150.330;3
150.725;4
151.120;1
151.510;2
151.900;3
152.290;4
152.680;1
153.095;2
153.510;3
153.925;4
154.340;1
154.735;2
155.130;3
155.525;4
155.920;1
156.315;2
156.710;3
157.105;4
157.500;1
157.885;2
158.270;3
158.660;4
159.050;1
159.440;2
159.830;3
160.220;4
160.610;1
160.990;2
161.370;3
161.755;4
162.140;1
162.520;2
162.900;3
163.285;4
163.670;1
164.065;2
164.460;3
164.860;4
165.260;1
165.660;2
