t;beat
0.050;1
0.550;2
1.050;3
1.550;4
2.050;1
2.545;2
3.040;3
3.535;4
4.030;1
4.515;2
5.000;3
5.490;4
5.980;1
6.500;2
7.020;3
7.540;4
8.060;1
8.560;2
9.060;3
9.560;4
10.060;1
10.540;2
11.020;3
11.505;4
11.990;1
12.465;2
12.940;3
13.415;4
13.890;1
14.380;2
14.870;3
15.365;4
15.860;1
16.350;2
16.840;3
17.335;4
17.830;1
18.305;2
18.780;3
19.255;4
19.730;1
20.205;2
20.680;3
21.160;4
21.640;1
22.130;2
22.620;3
23.110;4
23.600;1
24.085;2
24.570;3
25.055;4
25.540;1
26.005;2
26.470;3
26.935;4
27.400;1
27.880;2
28.360;3
28.845;4
29.330;1
29.810;2
30.290;3
30.775;4
31.260;1
31.725;2
32.190;3
32.660;4
33.130;1
33.605;2
34.080;3
34.560;4
35.040;1
35.520;2
36.000;3
36.480;4
36.960;1
37.440;2
37.920;3
38.400;4
38.880;1
39.360;2
39.840;3
40.320;4
40.800;1
41.280;2
41.760;3
42.245;4
42.730;1
43.215;2
43.700;3
44.185;4
44.670;1
45.150;2
45.630;3
46.110;4
46.590;1
47.070;2
47.550;3
48.010;4
48.470;1
48.955;2
49.440;3
49.915;4
50.390;1
50.865;2
51.340;3
51.800;4
52.260;1
52.750;2
53.240;3
53.710;4
54.180;1
54.655;2
55.130;3
55.600;4
56.070;1
56.550;2
57.030;3
57.515;4
58.000;1
58.470;2
58.940;3
59.420;4
59.900;1
60.375;2
60.850;3
61.330;4
61.810;1
62.285;2
62.760;3
63.240;4
63.720;1
64.185;2
64.650;3
65.120;4
65.590;1
66.075;2
66.560;3
67.050;4
67.540;1
68.030;2
68.520;3
69.010;4
69.500;1
69.985;2
70.470;3
70.970;4
71.470;1
71.935;2
72.400;3
72.865;4
73.330;1
73.815;2
74.300;3
74.785;4
75.270;1
75.755;2
76.240;3
76.730;4
77.220;1
77.695;2
78.170;3
78.650;4
79.130;1
79.605;2
80.080;3
80.555;4
81.030;1
81.510;2
81.990;3
82.470;4
82.950;1
83.430;2
83.910;3
84.395;4
84.880;1
85.365;2
85.850;3
86.335;4
86.820;1
87.290;2
87.760;3
88.230;4
88.700;1
89.175;2
89.650;3
90.130;4
90.610;1
91.090;2
91.570;3
92.050;4
92.530;1
93.005;2
93.480;3
93.945;4
94.410;1
94.890;2
95.370;3
95.830;4
96.290;1
96.785;2
97.280;3
97.735;4
98.190;1
98.700;2
99.210;3
99.680;4
100.150;1
100.630;2
101.110;3
101.585;4
102.060;1
102.550;2
103.040;3
103.500;4
103.960;1
104.435;2
104.910;3
105.385;4
105.860;1
106.330;2
106.800;3
107.270;4
107.740;1
108.200;2
108.660;3
109.120;4
109.580;1
110.070;2
110.560;3
111.055;4
111.550;1
112.025;2
112.500;3
112.980;4
113.460;1
113.935;2
114.410;3
114.890;4
115.370;1
115.855;2
116.340;3
116.825;4
117.310;1
117.800;2
118.290;3
118.760;4
119.230;1
119.710;2
120.190;3
120.670;4
121.150;1
121.625;2
122.100;3
122.570;4
123.040;1
123.510;2
123.980;3
124.455;4
124.930;1
125.405;2
125.880;3
126.360;4
126.840;1
127.330;2
127.820;3
128.320;4
128.820;1
129.280;2
129.740;3
130.205;4
130.670;1
131.170;2
131.670;3
132.175;4
132.680;1
133.170;2
133.660;3
134.155;4
134.650;1
135.135;2
135.620;3
136.130;4
136.640;1
137.110;2
137.580;3
138.055;4
138.530;1
139.025;2
139.520;3
140.010;4
140.500;1
140.970;2
141.440;3
141.920;4
142.400;1
142.880;2
143.360;3
143.840;4
144.320;1
144.810;2
145.300;3
145.780;4
146.260;1
146.735;2
147.210;3
147.685;4
148.160;1
148.630;2
149.100;3
149.565;4
150.030;1
150.555;2
151.080;3
151.580;4
152.080;1
152.550;2
153.020;3
153.490;4
153.960;1
154.430;2
154.900;3
155.375;4
155.850;1
156.320;2
156.790;3
157.290;4
157.790;1
158.265;2
158.740;3
159.230;4
159.720;1
160.190;2
160.660;3
161.125;4
161.590;1
162.075;2
162.560;3
163.020;4
163.480;1
163.960;2
164.440;3
164.915;4
165.390;1
165.860;2
166.330;3
166.810;4
167.290;1
167.740;2
168.190;3
168.635;4
169.080;1
169.565;2
170.050;3
170.535;4
171.020;1
171.480;2
171.940;3
172.405;4
172.870;1
173.360;2
173.850;3
174.340;4
174.830;1
175.325;2
175.820;3
176.280;4
176.740;1
177.240;2
177.740;3
178.285;4
178.830;1
179.660;2
180.490;3
181.320;4
182.150;1
