t;beat
0.100;3
0.500;4
0.930;1
1.360;2
1.790;3
2.230;4
2.670;1
3.120;2
3.570;3
4.000;4
4.430;1
4.860;2
5.290;3
5.720;4
6.150;1
6.585;2
7.020;3
7.440;4
7.860;1
8.285;2
8.710;3
9.130;4
9.550;1
9.975;2
10.400;3
10.815;4
11.230;1
11.645;2
12.060;3
12.475;4
12.890;1
13.305;2
13.720;3
14.130;4
14.540;1
14.950;2
15.360;3
15.770;4
16.180;1
16.595;2
17.010;3
17.425;4
17.840;1
18.260;2
18.680;3
19.100;4
19.520;1
19.940;2
20.360;3
20.780;4
21.200;1
21.620;2
22.040;3
22.460;4
22.880;1
23.305;2
23.730;3
24.145;4
24.560;1
24.975;2
25.390;3
25.805;4
26.220;1
26.640;2
27.060;3
27.475;4
27.890;1
28.310;2
28.730;3
29.150;4
29.570;1
29.990;2
30.410;3
30.825;4
31.240;1
31.655;2
32.070;3
32.485;4
32.900;1
33.320;2
33.740;3
34.145;4
34.550;1
34.960;2
35.370;3
35.780;4
36.190;1
36.600;2
37.010;3
37.425;4
37.840;1
38.255;2
38.670;3
39.085;4
39.500;1
39.920;2
40.340;3
40.750;4
41.160;1
41.585;2
42.010;3
42.440;4
42.870;1
43.285;2
43.700;3
44.115;4
44.530;1
44.950;2
45.370;3
45.790;4
46.210;1
46.625;2
47.040;3
47.455;4
47.870;1
48.295;2
48.720;3
49.145;4
49.570;1
49.985;2
50.400;3
50.815;4
51.230;1
51.635;2
52.040;3
52.450;4
52.860;1
53.285;2
53.710;3
54.135;4
54.560;1
54.975;2
55.390;3
55.810;4
56.230;1
56.640;2
57.050;3
57.465;4
57.880;1
58.300;2
58.720;3
59.120;4
59.520;1
59.925;2
60.330;3
60.730;4
61.130;1
61.560;2
61.990;3
62.415;4
62.840;1
63.245;2
63.650;3
64.060;4
64.470;1
64.885;2
65.300;3
65.715;4
66.130;1
66.540;2
66.950;3
67.360;4
67.770;1
68.185;2
68.600;3
69.015;4
69.430;1
69.835;2
70.240;3
70.650;4
71.060;1
71.475;2
71.890;3
72.310;4
72.730;1
73.135;2
73.540;3
73.950;4
74.360;1
74.775;2
75.190;3
75.610;4
76.030;1
76.435;2
76.840;3
77.250;4
77.660;1
78.065;2
78.470;3
78.875;4
79.280;1
79.685;2
80.090;3
80.495;4
80.900;1
81.340;2
81.780;3
82.205;4
82.630;1
83.050;2
83.470;3
83.895;4
84.320;1
84.725;2
85.130;3
85.525;4
85.920;1
86.340;2
86.760;3
87.185;4
