t;beat
0.480;1
0.910;2
1.340;3
1.770;4
2.200;1
2.625;2
3.050;3
3.475;4
3.900;1
4.320;2
4.740;3
5.160;4
5.580;1
5.980;2
6.380;3
6.785;4
7.190;1
7.620;2
8.050;3
8.480;4
8.910;1
9.320;2
9.730;3
10.140;4
10.550;1
10.965;2
11.380;3
11.795;4
12.210;1
12.645;2
13.080;3
13.515;4
13.950;1
14.390;2
14.830;3
15.270;4
15.710;1
16.130;2
16.550;3
16.975;4
17.400;1
17.820;2
18.240;3
18.665;4
19.090;1
19.515;2
19.940;3
20.370;4
20.800;1
21.220;2
21.640;3
22.060;4
22.480;1
22.905;2
23.330;3
23.760;4
24.190;1
24.615;2
25.040;3
25.465;4
25.890;1
26.300;2
26.710;3
27.125;4
27.540;1
27.965;2
28.390;3
28.820;4
29.250;1
29.675;2
30.100;3
30.525;4
30.950;1
31.380;2
31.810;3
32.245;4
32.680;1
33.100;2
33.520;3
33.940;4
34.360;1
34.785;2
35.210;3
35.635;4
36.060;1
36.485;2
36.910;3
37.335;4
37.760;1
38.205;2
38.650;3
39.095;4
39.540;1
39.985;2
40.430;3
40.875;4
41.320;1
41.760;2
42.200;3
42.640;4
43.080;1
43.500;2
43.920;3
44.345;4
44.770;1
45.195;2
45.620;3
46.045;4
46.470;1
46.900;2
47.330;3
47.765;4
48.200;1
48.625;2
49.050;3
49.475;4
49.900;1
50.320;2
50.740;3
51.165;4
51.590;1
52.020;2
52.450;3
52.885;4
53.320;1
53.725;2
54.130;3
54.535;4
54.940;1
55.375;2
55.810;3
56.250;4
56.690;1
57.115;2
57.540;3
57.965;4
58.390;1
58.815;2
59.240;3
59.665;4
60.090;1
60.505;2
60.920;3
61.340;4
61.760;1
62.190;2
62.620;3
63.055;4
63.490;1
63.930;2
64.370;3
64.800;4
65.230;1
65.640;2
66.050;3
66.465;4
66.880;1
67.325;2
67.770;3
68.215;4
68.660;1
69.105;2
69.550;3
69.980;4
70.410;1
70.820;2
71.230;3
71.630;4
72.030;1
72.455;2
72.880;3
73.280;4
73.680;1
74.090;2
74.500;3
74.915;4
75.330;1
75.750;2
76.170;3
76.575;4
76.980;1
77.405;2
77.830;3
78.255;4
78.680;1
79.095;2
79.510;3
79.920;4
80.330;1
80.735;2
81.140;3
81.525;4
81.910;1
82.335;2
82.760;3
83.190;4
83.620;1
84.050;2
84.480;3
84.910;4
85.340;1
85.745;2
86.150;3
86.560;4
86.970;1
87.380;2
87.790;3
88.200;4
88.610;1
89.035;2
89.460;3
89.890;4
90.320;1
90.725;2
91.130;3
91.535;4
91.940;1
92.350;2
92.760;3
93.170;4
93.580;1
93.995;2
94.410;3
94.830;4
95.250;1
95.660;2
96.070;3
96.480;4
96.890;1
97.330;2
97.770;3
98.185;4
98.600;1
99.030;2
99.460;3
99.870;4
100.280;1
100.675;2
101.070;3
101.465;4
101.860;1
102.275;2
102.690;3
103.110;4
103.530;1
103.945;2
104.360;3
104.780;4
105.200;1
105.605;2
106.010;3
106.420;4
106.830;1
107.240;2
107.650;3
108.060;4
108.470;1
108.885;2
109.300;3
109.715;4
110.130;1
110.535;2
110.940;3
111.350;4
111.760;1
112.175;2
112.590;3
113.005;4
113.420;1
113.830;2
114.240;3
114.650;4
115.060;1
115.480;2
115.900;3
116.325;4
116.750;1
117.150;2
117.550;3
117.950;4
118.350;1
118.785;2
119.220;3
119.655;4
120.090;1
120.490;2
120.890;3
121.295;4
121.700;1
122.120;2
122.540;3
122.965;4
123.390;1
123.790;2
124.190;3
124.595;4
125.000;1
125.400;2
125.800;3
126.200;4
126.600;1
127.020;2
127.440;3
127.865;4
128.290;1
128.695;2
129.100;3
129.505;4
129.910;1
130.305;2
130.700;3
131.095;4
131.490;1
131.910;2
132.330;3
132.730;4
133.130;1
133.525;2
133.920;3
134.315;4
134.710;1
135.105;2
135.500;3
135.900;4
136.300;1
136.710;2
137.120;3
137.530;4
137.940;1
138.345;2
138.750;3
139.160;4
139.570;1
139.975;2
140.380;3
140.785;4
141.190;1
141.605;2
142.020;3
142.425;4
142.830;1
143.250;2
143.670;3
144.055;4
144.440;1
144.845;2
145.250;3
145.665;4
146.080;1
146.500;2
146.920;3
147.340;4
147.760;1
148.175;2
148.590;3
149.010;4
149.430;1
149.840;2
150.250;3
150.665;4
151.080;1
151.485;2
151.890;3
152.300;4
152.710;1
153.140;2
153.570;3
153.965;4
154.360;1
154.775;2
155.190;3
155.605;4
156.020;1
156.395;2
156.770;3
157.150;4
157.530;1
157.945;2
158.360;3
158.775;4
159.190;1
159.595;2
160.000;3
160.405;4
160.810;1
161.210;2
161.610;3
162.015;4
162.420;1
162.830;2
163.240;3
163.650;4
164.060;1
164.460;2
164.860;3
165.265;4
165.670;1
166.075;2
166.480;3
166.885;4
167.290;1
167.700;2
168.110;3
168.520;4
168.930;1
169.335;2
169.740;3
170.155;4
170.570;1
170.985;2
171.400;3
171.805;4
172.210;1
172.630;2
173.050;3
173.450;4
173.850;1
174.255;2
174.660;3
175.065;4
175.470;1
175.895;2
176.320;3
176.745;4
177.170;1
177.575;2
177.980;3
178.385;4
178.790;1
179.195;2
179.600;3
180.010;4
180.420;1
180.795;2
181.170;3
181.550;4
181.930;1
182.330;2
182.730;3
183.130;4
183.530;1
183.960;2
184.390;3
184.820;4
185.250;1
185.615;2
185.980;3
186.350;4
186.720;1
187.125;2
187.530;3
187.940;4
188.350;1
188.755;2
189.160;3
189.570;4
189.980;1
190.390;2
190.800;3
191.210;4
191.620;1
192.025;2
192.430;3
192.835;4
193.240;1
193.645;2
194.050;3
194.435;4
194.820;1
195.200;2
195.580;3
195.965;4
196.350;1
196.745;2
197.140;3
197.535;4
197.930;1
198.345;2
198.760;3
199.180;4
199.600;1
200.010;2
200.420;3
200.830;4
201.240;1
201.650;2
202.060;3
202.475;4
202.890;1
203.285;2
203.680;3
204.080;4
204.480;1
204.880;2
205.280;3
205.680;4
206.080;1
206.470;2
206.860;3
207.250;4
207.640;1
208.030;2
208.420;3
208.815;4
209.210;1
209.605;2
210.000;3
210.400;4
210.800;1
211.175;2
211.550;3
211.930;4
212.310;1
212.745;2
213.180;3
213.615;4
214.050;1
214.455;2
214.860;3
215.270;4
215.680;1
216.080;2
216.480;3
216.880;4
217.280;1
217.690;2
218.100;3
218.515;4
218.930;1
219.335;2
219.740;3
220.150;4
220.560;1
220.990;2
221.420;3
221.855;4
222.290;1
222.710;2
223.130;3
223.555;4
223.980;1
224.410;2
224.840;3
225.280;4
225.720;1
226.135;2
226.550;3
226.965;4
227.380;1
227.815;2
228.250;3
228.665;4
229.080;1
229.510;2
229.940;3
230.340;4
230.740;1
231.160;2
231.580;3
232.000;4
232.420;1
232.825;2
233.230;3
233.640;4
234.050;1
234.475;2
234.900;3
235.325;4
235.750;1
236.170;2
236.590;3
237.015;4
237.440;1
237.865;2
238.290;3
238.715;4
239.140;1
239.570;2
240.000;3
240.430;4
240.860;1
241.285;2
241.710;3
242.135;4
242.560;1
242.980;2
243.400;3
243.825;4
244.250;1
244.660;2
245.070;3
245.480;4
245.890;1
246.310;2
246.730;3
247.155;4
247.580;1
248.005;2
248.430;3
248.850;4
249.270;1
249.705;2
250.140;3
250.560;4
250.980;1
251.390;2
251.800;3
252.200;4
252.600;1
253.025;2
253.450;3
253.875;4
254.300;1
254.715;2
255.130;3
255.545;4
255.960;1
256.385;2
256.810;3
257.235;4
257.660;1
258.085;2
258.510;3
258.935;4
259.360;1
259.780;2
260.200;3
260.625;4
261.050;1
261.470;2
261.890;3
262.315;4
262.740;1
263.190;2
263.640;3
264.095;4
264.550;1
264.990;2
265.430;3
265.870;4
266.310;1
266.720;2
267.130;3
267.545;4
267.960;1
268.385;2
268.810;3
269.240;4
269.670;1
270.090;2
270.510;3
270.930;4
271.350;1
271.765;2
272.180;3
272.595;4
273.010;1
273.415;2
273.820;3
274.230;4
274.640;1
275.065;2
275.490;3
275.915;4
276.340;1
276.765;2
277.190;3
277.620;4
278.050;1
278.460;2
278.870;3
279.285;4
279.700;1
280.120;2
280.540;3
280.965;4
281.390;1
281.805;2
282.220;3
282.640;4
283.060;1
283.485;2
283.910;3
284.340;4
284.770;1
285.190;2
285.610;3
286.035;4
286.460;1
286.875;2
287.290;3
287.705;4
288.120;1
288.550;2
288.980;3
289.415;4
289.850;1
