t;beat
0.010;3
0.310;4
0.610;1
0.930;2
1.250;3
1.575;4
1.900;1
2.195;2
2.490;3
2.785;4
3.080;1
3.415;2
3.750;3
4.070;4
4.390;1
4.715;2
5.040;3
5.360;4
5.680;1
6.000;2
6.320;3
6.620;4
6.920;1
7.225;2
7.530;3
7.835;4
8.140;1
8.450;2
8.760;3
9.070;4
9.380;1
9.685;2
9.990;3
10.295;4
10.600;1
10.935;2
11.270;3
11.605;4
11.940;1
12.265;2
12.590;3
12.915;4
13.240;1
13.565;2
13.890;3
14.215;4
14.540;1
14.865;2
15.190;3
15.515;4
15.840;1
16.165;2
16.490;3
16.815;4
17.140;1
17.440;2
17.740;3
18.040;4
18.340;1
18.670;2
19.000;3
19.325;4
19.650;1
19.970;2
20.290;3
20.610;4
20.930;1
21.250;2
21.570;3
21.890;4
22.210;1
22.510;2
22.810;3
23.110;4
23.410;1
23.740;2
24.070;3
24.375;4
24.680;1
25.020;2
25.360;3
25.700;4
26.040;1
26.360;2
26.680;3
27.000;4
27.320;1
27.635;2
27.950;3
28.265;4
28.580;1
28.895;2
29.210;3
29.525;4
29.840;1
30.155;2
30.470;3
30.785;4
31.100;1
31.415;2
31.730;3
32.045;4
32.360;1
32.675;2
32.990;3
33.290;4
33.590;1
33.905;2
34.220;3
34.535;4
34.850;1
35.150;2
35.450;3
35.750;4
36.050;1
36.365;2
36.680;3
37.005;4
37.330;1
37.640;2
37.950;3
38.265;4
38.580;1
38.875;2
39.170;3
39.495;4
39.820;1
40.130;2
40.440;3
40.755;4
41.070;1
41.365;2
41.660;3
41.950;4
42.240;1
42.570;2
42.900;3
43.230;4
43.560;1
43.875;2
44.190;3
44.520;4
44.850;1
45.145;2
45.440;3
45.750;4
46.060;1
46.415;2
46.770;3
47.105;4
47.440;1
47.780;2
48.120;3
48.465;4
48.810;1
49.140;2
49.470;3
49.810;4
50.150;1
50.470;2
50.790;3
51.100;4
51.410;1
51.720;2
52.030;3
52.330;4
52.630;1
52.945;2
53.260;3
53.570;4
53.880;1
54.170;2
54.460;3
54.765;4
55.070;1
55.390;2
55.710;3
56.030;4
56.350;1
56.670;2
56.990;3
57.305;4
57.620;1
57.935;2
58.250;3
58.565;4
58.880;1
59.215;2
59.550;3
59.875;4
60.200;1
60.520;2
60.840;3
61.160;4
61.480;1
61.790;2
62.100;3
62.410;4
62.720;1
63.030;2
63.340;3
63.650;4
63.960;1
64.260;2
64.560;3
64.855;4
65.150;1
65.460;2
65.770;3
66.075;4
66.380;1
66.695;2
67.010;3
67.325;4
67.640;1
67.950;2
68.260;3
68.575;4
68.890;1
69.195;2
69.500;3
69.805;4
70.110;1
70.430;2
70.750;3
71.065;4
71.380;1
71.670;2
71.960;3
72.260;4
72.560;1
72.880;2
73.200;3
73.510;4
73.820;1
74.135;2
74.450;3
74.760;4
75.070;1
75.400;2
75.730;3
76.060;4
76.390;1
76.675;2
76.960;3
77.270;4
77.580;1
77.930;2
78.280;3
78.615;4
78.950;1
79.285;2
79.620;3
79.955;4
80.290;1
80.610;2
80.930;3
81.245;4
81.560;1
81.875;2
82.190;3
82.505;4
82.820;1
83.125;2
83.430;3
83.725;4
84.020;1
84.320;2
84.620;3
84.930;4
85.240;1
85.550;2
85.860;3
86.170;4
86.480;1
86.795;2
87.110;3
87.455;4
87.800;1
88.120;2
88.440;3
88.755;4
89.070;1
89.385;2
89.700;3
90.015;4
90.330;1
90.640;2
90.950;3
91.250;4
91.550;1
91.850;2
92.150;3
92.450;4
92.750;1
93.050;2
93.350;3
93.650;4
93.950;1
94.275;2
94.600;3
94.890;4
95.180;1
95.490;2
95.800;3
96.085;4
96.370;1
96.690;2
97.010;3
97.330;4
97.650;1
97.935;2
98.220;3
98.525;4
98.830;1
99.115;2
99.400;3
99.695;4
99.990;1
100.285;2
100.580;3
100.885;4
101.190;1
101.485;2
101.780;3
102.115;4
102.450;1
102.800;2
103.150;3
103.470;4
103.790;1
104.105;2
104.420;3
104.720;4
105.020;1
105.330;2
105.640;3
105.960;4
106.280;1
106.575;2
106.870;3
107.160;4
107.450;1
107.770;2
108.090;3
108.400;4
108.710;1
109.010;2
109.310;3
109.625;4
109.940;1
110.220;2
110.500;3
110.795;4
111.090;1
111.405;2
111.720;3
112.010;4
112.300;1
112.590;2
112.880;3
113.175;4
113.470;1
113.785;2
114.100;3
114.390;4
114.680;1
114.995;2
115.310;3
115.620;4
115.930;1
116.255;2
116.580;3
116.900;4
117.220;1
117.515;2
117.810;3
118.095;4
118.380;1
118.700;2
119.020;3
119.320;4
119.620;1
119.945;2
120.270;3
120.585;4
120.900;1
121.215;2
121.530;3
121.825;4
122.120;1
122.435;2
122.750;3
123.055;4
123.360;1
123.650;2
123.940;3
124.230;4
124.520;1
124.830;2
125.140;3
125.435;4
125.730;1
126.025;2
126.320;3
126.615;4
126.910;1
127.220;2
127.530;3
127.820;4
128.110;1
128.415;2
128.720;3
129.020;4
129.320;1
129.635;2
129.950;3
130.265;4
130.580;1
130.895;2
131.210;3
131.525;4
131.840;1
132.155;2
132.470;3
132.785;4
133.100;1
133.415;2
133.730;3
134.040;4
134.350;1
134.625;2
134.900;3
135.180;4
135.460;1
135.765;2
136.070;3
136.380;4
136.690;1
137.010;2
137.330;3
137.650;4
137.970;1
138.265;2
138.560;3
138.870;4
139.180;1
139.485;2
139.790;3
140.090;4
140.390;1
140.700;2
141.010;3
141.320;4
141.630;1
141.940;2
142.250;3
142.560;4
142.870;1
143.155;2
143.440;3
143.745;4
144.050;1
144.355;2
144.660;3
144.965;4
145.270;1
145.590;2
145.910;3
146.220;4
146.530;1
146.865;2
147.200;3
147.525;4
147.850;1
148.175;2
148.500;3
148.825;4
149.150;1
149.475;2
149.800;3
150.125;4
150.450;1
150.775;2
151.100;3
