t;beat
0.030;1
0.420;2
0.810;3
1.160;4
1.510;1
1.890;2
2.270;3
2.655;4
3.040;1
3.430;2
3.820;3
4.220;4
4.620;1
5.005;2
5.390;3
5.780;4
6.170;1
6.540;2
6.910;3
7.285;4
7.660;1
8.035;2
8.410;3
8.785;4
9.160;1
9.535;2
9.910;3
10.285;4
10.660;1
11.070;2
11.480;3
11.890;4
12.300;1
12.680;2
13.060;3
13.440;4
13.820;1
14.205;2
14.590;3
14.975;4
15.360;1
15.740;2
16.120;3
16.520;4
16.920;1
17.295;2
17.670;3
18.050;4
18.430;1
18.805;2
19.180;3
19.545;4
19.910;1
20.275;2
20.640;3
21.005;4
21.370;1
21.735;2
22.100;3
22.465;4
22.830;1
23.225;2
23.620;3
24.015;4
24.410;1
24.805;2
25.200;3
25.600;4
26.000;1
26.390;2
26.780;3
27.170;4
27.560;1
27.950;2
28.340;3
28.730;4
29.120;1
29.510;2
29.900;3
30.295;4
30.690;1
31.075;2
31.460;3
31.840;4
32.220;1
32.625;2
33.030;3
33.435;4
33.840;1
34.220;2
34.600;3
34.985;4
35.370;1
35.760;2
36.150;3
36.545;4
36.940;1
37.335;2
37.730;3
38.110;4
38.490;1
38.865;2
39.240;3
39.645;4
40.050;1
40.410;2
40.770;3
41.145;4
41.520;1
41.895;2
42.270;3
42.665;4
43.060;1
43.425;2
43.790;3
44.160;4
44.530;1
44.900;2
45.270;3
45.640;4
46.010;1
46.380;2
46.750;3
47.120;4
47.490;1
47.895;2
48.300;3
48.720;4
49.140;1
49.525;2
49.910;3
50.295;4
50.680;1
51.065;2
51.450;3
51.835;4
52.220;1
52.605;2
52.990;3
53.375;4
53.760;1
54.140;2
54.520;3
54.900;4
55.280;1
55.660;2
56.040;3
56.420;4
56.800;1
57.165;2
57.530;3
57.895;4
58.260;1
58.625;2
58.990;3
59.400;4
59.810;1
60.220;2
60.630;3
61.020;4
61.410;1
61.800;2
62.190;3
62.580;4
62.970;1
63.360;2
63.750;3
64.140;4
64.530;1
64.920;2
65.310;3
65.660;4
66.010;1
66.380;2
66.750;3
67.120;4
67.490;1
67.870;2
68.250;3
68.635;4
69.020;1
69.405;2
69.790;3
70.175;4
70.560;1
70.945;2
71.330;3
71.700;4
72.070;1
72.440;2
72.810;3
73.185;4
73.560;1
73.920;2
74.280;3
