t;beat
0.100;1
0.560;2
1.020;3
1.500;4
1.980;1
2.505;2
3.030;3
3.560;4
4.090;1
4.600;2
5.110;3
5.580;4
6.050;1
6.570;2
7.090;3
7.600;4
8.110;1
8.585;2
9.060;3
9.555;4
10.050;1
10.570;2
11.090;3
11.585;4
12.080;1
12.590;2
13.100;3
13.615;4
14.130;1
14.610;2
15.090;3
15.570;4
16.050;1
16.530;2
17.010;3
17.530;4
18.050;1
18.560;2
19.070;3
19.580;4
20.090;1
20.585;2
21.080;3
21.590;4
22.100;1
22.600;2
23.100;3
23.600;4
24.100;1
24.600;2
25.100;3
25.600;4
26.100;1
26.600;2
27.100;3
27.600;4
28.100;1
28.600;2
29.100;3
29.600;4
30.100;1
30.600;2
31.100;3
31.600;4
32.100;1
32.600;2
33.100;3
33.600;4
34.100;1
34.600;2
35.100;3
35.600;4
36.100;1
36.600;2
37.100;3
37.600;4
38.100;1
38.600;2
39.100;3
39.600;4
40.100;1
40.600;2
41.100;3
41.600;4
42.100;1
42.600;2
43.100;3
43.600;4
44.100;1
44.600;2
45.100;3
45.600;4
46.100;1
46.600;2
47.100;3
47.600;4
48.100;1
48.600;2
49.100;3
49.600;4
50.100;1
50.600;2
51.100;3
51.600;4
52.100;1
52.600;2
53.100;3
53.600;4
54.100;1
54.600;2
55.100;3
55.600;4
56.100;1
56.600;2
57.100;3
57.600;4
58.100;1
58.600;2
59.100;3
59.600;4
60.100;1
60.600;2
61.100;3
61.600;4
62.100;1
62.590;2
63.080;3
63.570;4
64.060;1
64.550;2
65.040;3
65.545;4
66.050;1
66.545;2
67.040;3
67.525;4
68.010;1
68.535;2
69.060;3
69.580;4
70.100;1
70.605;2
71.110;3
71.590;4
72.070;1
72.570;2
73.070;3
73.570;4
74.070;1
74.575;2
75.080;3
75.575;4
76.070;1
76.575;2
77.080;3
77.590;4
78.100;1
78.590;2
79.080;3
79.570;4
80.060;1
80.565;2
81.070;3
81.570;4
82.070;1
82.570;2
83.070;3
83.570;4
84.070;1
84.570;2
85.070;3
85.570;4
86.070;1
86.570;2
87.070;3
87.570;4
88.070;1
88.570;2
89.070;3
89.570;4
90.070;1
90.570;2
91.070;3
91.570;4
92.070;1
92.565;2
93.060;3
93.560;4
94.060;1
94.560;2
95.060;3
95.560;4
96.060;1
96.575;2
97.090;3
97.605;4
98.120;1
98.615;2
99.110;3
99.605;4
100.100;1
100.575;2
101.050;3
101.570;4
102.090;1
102.585;2
103.080;3
103.575;4
104.070;1
104.575;2
105.080;3
105.585;4
106.090;1
106.570;2
107.050;3
107.550;4
108.050;1
108.565;2
109.080;3
109.580;4
110.080;1
110.570;2
111.060;3
111.555;4
112.050;1
112.550;2
113.050;3
113.545;4
114.040;1
114.550;2
115.060;3
115.555;4
116.050;1
116.555;2
117.060;3
117.560;4
118.060;1
118.555;2
119.050;3
119.550;4
120.050;1
120.545;2
121.040;3
121.535;4
122.030;1
122.550;2
123.070;3
123.570;4
124.070;1
124.570;2
125.070;3
125.570;4
126.070;1
126.565;2
127.060;3
127.565;4
128.070;1
128.575;2
129.080;3
129.585;4
130.090;1
130.595;2
131.100;3
131.605;4
132.110;1
132.580;2
133.050;3
133.555;4
134.060;1
134.570;2
135.080;3
135.580;4
136.080;1
136.580;2
137.080;3
137.580;4
138.080;1
138.580;2
139.080;3
139.570;4
140.060;1
140.555;2
141.050;3
141.545;4
142.040;1
142.535;2
143.030;3
143.525;4
144.020;1
144.515;2
145.010;3
145.505;4
146.000;1
146.495;2
146.990;3
147.520;4
148.050;1
148.565;2
149.080;3
149.600;4
150.120;1
150.600;2
151.080;3
151.565;4
152.050;1
152.535;2
153.020;3
153.505;4
153.990;1
154.505;2
155.020;3
155.540;4
156.060;1
156.580;2
157.100;3
157.620;4
158.140;1
158.645;2
159.150;3
159.655;4
160.160;1
160.665;2
161.170;3
161.675;4
162.180;1
162.670;2
163.160;3
163.650;4
164.140;1
164.630;2
165.120;3
165.610;4
166.100;1
166.590;2
167.080;3
167.570;4
168.060;1
168.550;2
169.040;3
169.530;4
170.020;1
170.510;2
171.000;3
171.540;4
172.080;1
172.575;2
173.070;3
173.550;4
174.030;1
174.535;2
175.040;3
175.545;4
176.050;1
176.550;2
177.050;3
177.535;4
178.020;1
178.525;2
179.030;3
179.530;4
180.030;1
180.540;2
181.050;3
181.550;4
182.050;1
182.560;2
183.070;3
183.580;4
184.090;1
184.585;2
185.080;3
185.580;4
186.080;1
186.555;2
187.030;3
187.545;4
188.060;1
188.565;2
189.070;3
189.575;4
190.080;1
190.565;2
191.050;3
191.560;4
192.070;1
192.575;2
193.080;3
193.580;4
194.080;1
194.575;2
195.070;3
195.565;4
196.060;1
196.555;2
197.050;3
197.545;4
198.040;1
198.535;2
199.030;3
199.525;4
200.020;1
200.540;2
201.060;3
201.565;4
202.070;1
202.550;2
203.030;3
203.535;4
204.040;1
204.550;2
205.060;3
205.565;4
206.070;1
206.570;2
207.070;3
207.575;4
208.080;1
