t;beat
0.340;1
0.630;2
0.920;3
1.210;4
1.500;1
1.830;2
2.160;3
2.495;4
2.830;1
3.165;2
3.500;3
3.840;4
4.180;1
4.515;2
4.850;3
5.185;4
5.520;1
5.840;2
6.160;3
6.485;4
6.810;1
7.135;2
7.460;3
7.790;4
8.120;1
8.460;2
8.800;3
9.140;4
9.480;1
9.805;2
10.130;3
10.460;4
10.790;1
11.125;2
11.460;3
11.795;4
12.130;1
12.455;2
12.780;3
13.105;4
13.430;1
13.760;2
14.090;3
14.425;4
14.760;1
15.080;2
15.400;3
15.725;4
16.050;1
16.385;2
16.720;3
17.055;4
17.390;1
17.715;2
18.040;3
18.365;4
18.690;1
19.015;2
19.340;3
19.670;4
20.000;1
20.390;2
20.780;3
21.170;4
21.560;1
21.895;2
22.230;3
22.565;4
22.900;1
23.240;2
23.580;3
23.920;4
24.260;1
24.630;2
25.000;3
25.375;4
25.750;1
26.070;2
26.390;3
26.715;4
27.040;1
27.370;2
27.700;3
28.030;4
28.360;1
28.715;2
29.070;3
29.425;4
29.780;1
30.130;2
30.480;3
30.835;4
31.190;1
31.550;2
31.910;3
32.275;4
32.640;1
32.990;2
33.340;3
33.690;4
34.040;1
34.390;2
34.740;3
35.090;4
35.440;1
35.790;2
36.140;3
36.490;4
36.840;1
37.180;2
37.520;3
37.860;4
38.200;1
38.555;2
38.910;3
39.270;4
39.630;1
39.975;2
40.320;3
40.670;4
41.020;1
41.385;2
41.750;3
42.120;4
42.490;1
42.855;2
43.220;3
43.590;4
43.960;1
44.310;2
44.660;3
45.010;4
45.360;1
45.700;2
46.040;3
46.380;4
46.720;1
47.070;2
47.420;3
47.770;4
48.120;1
48.475;2
48.830;3
49.185;4
49.540;1
49.880;2
50.220;3
50.565;4
50.910;1
51.260;2
51.610;3
51.960;4
52.310;1
52.660;2
53.010;3
53.360;4
53.710;1
54.065;2
54.420;3
54.780;4
55.140;1
55.485;2
55.830;3
56.175;4
56.520;1
56.870;2
57.220;3
57.570;4
57.920;1
58.260;2
58.600;3
58.945;4
59.290;1
59.650;2
60.010;3
60.375;4
60.740;1
61.090;2
61.440;3
61.790;4
62.140;1
62.485;2
62.830;3
63.180;4
63.530;1
63.880;2
64.230;3
64.580;4
64.930;1
65.265;2
65.600;3
65.935;4
66.270;1
66.610;2
66.950;3
67.295;4
67.640;1
67.975;2
68.310;3
68.645;4
68.980;1
69.310;2
69.640;3
69.940;4
70.240;1
70.615;2
70.990;3
71.350;4
71.710;1
72.060;2
72.410;3
72.740;4
73.070;1
73.415;2
73.760;3
74.095;4
74.430;1
74.780;2
75.130;3
75.485;4
75.840;1
76.200;2
76.560;3
76.920;4
77.280;1
77.610;2
77.940;3
78.270;4
78.600;1
78.940;2
79.280;3
79.620;4
79.960;1
80.305;2
80.650;3
80.970;4
81.290;1
81.620;2
81.950;3
82.280;4
82.610;1
82.945;2
83.280;3
83.615;4
83.950;1
84.285;2
84.620;3
84.960;4
85.300;1
85.630;2
85.960;3
86.290;4
86.620;1
86.950;2
87.280;3
87.615;4
87.950;1
88.280;2
88.610;3
88.940;4
89.270;1
89.615;2
89.960;3
90.305;4
90.650;1
90.995;2
91.340;3
91.670;4
92.000;1
92.330;2
92.660;3
92.995;4
93.330;1
93.655;2
93.980;3
94.310;4
94.640;1
94.980;2
95.320;3
95.665;4
96.010;1
96.345;2
96.680;3
97.015;4
97.350;1
97.675;2
98.000;3
98.325;4
98.650;1
98.985;2
99.320;3
99.655;4
99.990;1
100.325;2
100.660;3
100.995;4
101.330;1
101.660;2
101.990;3
102.325;4
102.660;1
103.000;2
103.340;3
103.685;4
104.030;1
104.360;2
104.690;3
105.015;4
105.340;1
105.680;2
106.020;3
106.365;4
106.710;1
107.035;2
107.360;3
107.690;4
108.020;1
108.355;2
108.690;3
109.025;4
109.360;1
109.705;2
110.050;3
110.390;4
110.730;1
111.070;2
111.410;3
111.755;4
112.100;1
112.420;2
112.740;3
113.065;4
113.390;1
113.730;2
114.070;3
114.415;4
114.760;1
115.100;2
115.440;3
115.785;4
116.130;1
116.460;2
116.790;3
117.125;4
117.460;1
117.795;2
118.130;3
118.470;4
118.810;1
119.150;2
119.490;3
119.830;4
120.170;1
120.495;2
120.820;3
121.145;4
121.470;1
121.795;2
122.120;3
122.445;4
122.770;1
123.095;2
123.420;3
123.745;4
124.070;1
124.395;2
124.720;3
125.045;4
125.370;1
125.730;2
126.090;3
126.455;4
126.820;1
127.145;2
127.470;3
127.800;4
128.130;1
128.465;2
128.800;3
129.140;4
129.480;1
129.825;2
130.170;3
130.520;4
130.870;1
131.200;2
131.530;3
131.865;4
132.200;1
132.530;2
132.860;3
133.195;4
133.530;1
133.860;2
134.190;3
134.525;4
134.860;1
135.195;2
135.530;3
135.865;4
136.200;1
136.545;2
136.890;3
137.235;4
137.580;1
137.915;2
138.250;3
138.580;4
138.910;1
139.225;2
139.540;3
139.860;4
140.180;1
140.495;2
140.810;3
141.130;4
141.450;1
141.810;2
142.170;3
142.515;4
142.860;1
143.205;2
143.550;3
143.855;4
144.160;1
144.515;2
144.870;3
145.205;4
145.540;1
145.890;2
146.240;3
146.565;4
146.890;1
147.235;2
147.580;3
147.920;4
148.260;1
148.605;2
148.950;3
149.295;4
149.640;1
149.955;2
150.270;3
150.590;4
150.910;1
151.245;2
151.580;3
151.920;4
152.260;1
152.600;2
152.940;3
153.285;4
153.630;1
153.970;2
154.310;3
154.655;4
155.000;1
155.335;2
155.670;3
156.010;4
156.350;1
156.695;2
157.040;3
157.385;4
157.730;1
158.050;2
158.370;3
158.695;4
159.020;1
159.335;2
159.650;3
159.965;4
160.280;1
160.610;2
160.940;3
161.270;4
161.600;1
161.945;2
162.290;3
162.640;4
162.990;1
163.340;2
163.690;3
164.040;4
164.390;1
164.725;2
165.060;3
165.380;4
165.700;1
166.040;2
166.380;3
166.715;4
167.050;1
167.415;2
167.780;3
168.125;4
168.470;1
168.810;2
169.150;3
169.490;4
169.830;1
170.170;2
170.510;3
170.845;4
171.180;1
171.510;2
171.840;3
172.160;4
172.480;1
172.820;2
173.160;3
173.515;4
173.870;1
174.190;2
174.510;3
174.835;4
175.160;1
175.495;2
175.830;3
176.170;4
176.510;1
176.860;2
177.210;3
177.545;4
177.880;1
178.200;2
178.520;3
178.840;4
179.160;1
179.505;2
179.850;3
180.185;4
180.520;1
180.850;2
181.180;3
181.515;4
181.850;1
182.185;2
182.520;3
182.855;4
183.190;1
183.535;2
183.880;3
184.225;4
184.570;1
184.910;2
185.250;3
185.585;4
185.920;1
186.255;2
186.590;3
186.930;4
187.270;1
187.615;2
187.960;3
188.300;4
188.640;1
188.965;2
189.290;3
189.620;4
189.950;1
190.285;2
190.620;3
190.960;4
191.300;1
191.630;2
191.960;3
192.290;4
192.620;1
192.975;2
193.330;3
193.690;4
194.050;1
194.385;2
194.720;3
195.060;4
195.400;1
195.735;2
196.070;3
196.410;4
196.750;1
197.095;2
197.440;3
197.790;4
198.140;1
198.495;2
198.850;3
199.210;4
199.570;1
199.895;2
200.220;3
200.545;4
200.870;1
201.225;2
201.580;3
201.935;4
202.290;1
202.630;2
202.970;3
203.315;4
203.660;1
204.020;2
204.380;3
204.745;4
205.110;1
205.460;2
205.810;3
206.165;4
206.520;1
206.870;2
207.220;3
207.575;4
207.930;1
208.285;2
208.640;3
208.995;4
209.350;1
209.695;2
210.040;3
210.390;4
210.740;1
211.080;2
211.420;3
211.760;4
212.100;1
212.450;2
212.800;3
213.155;4
213.510;1
213.855;2
214.200;3
214.550;4
214.900;1
215.250;2
215.600;3
215.950;4
216.300;1
216.670;2
217.040;3
217.415;4
217.790;1
218.145;2
218.500;3
218.855;4
219.210;1
219.555;2
219.900;3
220.245;4
220.590;1
220.955;2
221.320;3
221.670;4
222.020;1
222.350;2
222.680;3
223.035;4
223.390;1
223.725;2
224.060;3
224.395;4
224.730;1
225.080;2
225.430;3
225.785;4
226.140;1
226.490;2
226.840;3
227.190;4
227.540;1
227.895;2
228.250;3
228.610;4
228.970;1
229.315;2
229.660;3
230.005;4
230.350;1
230.700;2
231.050;3
231.400;4
231.750;1
232.090;2
232.430;3
232.770;4
233.110;1
233.450;2
233.790;3
234.130;4
234.470;1
234.815;2
235.160;3
235.505;4
235.850;1
236.185;2
236.520;3
236.860;4
237.200;1
237.545;2
237.890;3
238.235;4
238.580;1
238.915;2
239.250;3
239.580;4
239.910;1
240.235;2
240.560;3
240.890;4
241.220;1
241.550;2
241.880;3
242.210;4
242.540;1
242.880;2
243.220;3
243.525;4
243.830;1
244.160;2
244.490;3
244.785;4
245.080;1
245.415;2
245.750;3
246.120;4
246.490;1
246.825;2
247.160;3
247.485;4
247.810;1
248.150;2
248.490;3
248.820;4
249.150;1
249.480;2
249.810;3
250.145;4
250.480;1
250.805;2
251.130;3
251.455;4
251.780;1
252.110;2
252.440;3
252.770;4
253.100;1
253.440;2
253.780;3
254.125;4
254.470;1
254.810;2
255.150;3
255.490;4
255.830;1
256.145;2
256.460;3
256.775;4
257.090;1
257.395;2
257.700;3
258.010;4
258.320;1
258.670;2
259.020;3
259.370;4
259.720;1
260.050;2
260.380;3
260.715;4
261.050;1
261.375;2
261.700;3
262.030;4
262.360;1
262.695;2
263.030;3
263.370;4
263.710;1
264.030;2
264.350;3
264.670;4
264.990;1
265.310;2
265.630;3
265.960;4
266.290;1
266.620;2
266.950;3
267.280;4
267.610;1
267.940;2
268.270;3
268.600;4
268.930;1
269.260;2
269.590;3
269.920;4
270.250;1
270.580;2
270.910;3
271.240;4
271.570;1
271.900;2
272.230;3
272.560;4
272.890;1
273.220;2
273.550;3
273.880;4
274.210;1
274.540;2
274.870;3
277.635;4
280.400;1
